suburb;census_year;state;sub_category;both_parents_born_overseas;father_only_born_overseas;mother_only_born_overseas;both_parents_born_in_australia;birthplace_not_stated_b;total_responses_c;abs_lga
Lyons (NT);2021;Northern Territory;Ancestry not stated;18.0;0.0;0.0;4.0;94.0;123.0;Darwin
Brinkin;2021;Northern Territory;Greek;45.0;9.0;0.0;24.0;0.0;70.0;Darwin
Brinkin;2021;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2021;Northern Territory;Maltese;0.0;0.0;0.0;3.0;0.0;6.0;Darwin
Brinkin;2021;Northern Territory;Scottish;18.0;7.0;5.0;56.0;0.0;85.0;Darwin
Brinkin;2021;Northern Territory;Welsh;0.0;0.0;0.0;3.0;0.0;0.0;Darwin
Leanyer;2021;Northern Territory;Chinese;339.0;6.0;16.0;39.0;6.0;407.0;Darwin
Leanyer;2021;Northern Territory;English;254.0;95.0;89.0;606.0;3.0;1047.0;Darwin
Leanyer;2021;Northern Territory;Italian;38.0;12.0;11.0;34.0;0.0;91.0;Darwin
Leanyer;2021;Northern Territory;Korean;4.0;0.0;3.0;0.0;0.0;3.0;Darwin
Leanyer;2021;Northern Territory;Lebanese;8.0;0.0;0.0;5.0;0.0;11.0;Darwin
Leanyer;2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Leanyer;2021;Northern Territory;New Zealander;9.0;12.0;4.0;8.0;0.0;31.0;Darwin
Leanyer;2021;Northern Territory;Sri Lankan;16.0;0.0;0.0;0.0;0.0;16.0;Darwin
Ludmilla;2021;Northern Territory;Dutch;12.0;6.0;9.0;6.0;0.0;22.0;Darwin
Ludmilla;2021;Northern Territory;Macedonian;0.0;0.0;0.0;5.0;0.0;7.0;Darwin
Ludmilla;2021;Northern Territory;Maltese;0.0;0.0;0.0;7.0;0.0;6.0;Darwin
Ludmilla;2021;Northern Territory;New Zealander;11.0;0.0;0.0;0.0;0.0;11.0;Darwin
Ludmilla;2021;Northern Territory;Scottish;32.0;7.0;10.0;102.0;0.0;151.0;Darwin
Ludmilla;2021;Northern Territory;Spanish;3.0;0.0;0.0;0.0;0.0;0.0;Darwin
Larrakeyah;2021;Northern Territory;Filipino;139.0;0.0;10.0;5.0;0.0;154.0;Darwin
Larrakeyah;2021;Northern Territory;Maltese;3.0;3.0;0.0;5.0;0.0;14.0;Darwin
Lee Point;2021;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;English;7.0;0.0;0.0;16.0;0.0;28.0;Darwin
Lee Point;2021;Northern Territory;Greek;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2021;Northern Territory;Other(d);13.0;0.0;0.0;0.0;0.0;13.0;Darwin
Berrimah;2021;Northern Territory;Korean;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Berrimah;2021;Northern Territory;New Zealander;4.0;0.0;0.0;0.0;0.0;5.0;Darwin
Berrimah;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Berrimah;2021;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Parap;2021;Northern Territory;French;10.0;5.0;0.0;4.0;0.0;19.0;Darwin
Parap;2021;Northern Territory;German;49.0;10.0;15.0;104.0;0.0;177.0;Darwin
Parap;2021;Northern Territory;Hungarian;4.0;0.0;0.0;3.0;0.0;9.0;Darwin
Parap;2021;Northern Territory;Irish;87.0;19.0;19.0;213.0;0.0;343.0;Darwin
Parap;2021;Northern Territory;Polish;12.0;3.0;0.0;12.0;0.0;31.0;Darwin
Parap;2021;Northern Territory;Scottish;59.0;18.0;23.0;164.0;3.0;276.0;Darwin
Parap;2021;Northern Territory;Vietnamese;9.0;0.0;5.0;4.0;0.0;19.0;Darwin
Coconut Grove;2021;Northern Territory;Australian;29.0;51.0;45.0;327.0;6.0;455.0;Darwin
Coconut Grove;2021;Northern Territory;Macedonian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Coconut Grove;2021;Northern Territory;Sri Lankan;9.0;0.0;0.0;0.0;0.0;12.0;Darwin
Bayview (NT);2021;Northern Territory;Indian;43.0;0.0;0.0;4.0;0.0;53.0;Darwin
Bayview (NT);2021;Northern Territory;Maltese;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Bayview (NT);2021;Northern Territory;New Zealander;3.0;0.0;3.0;3.0;0.0;13.0;Darwin
Rapid Creek;2021;Northern Territory;Australian Aboriginal;0.0;12.0;5.0;184.0;3.0;202.0;Darwin
Rapid Creek;2021;Northern Territory;Chinese;58.0;6.0;10.0;13.0;0.0;87.0;Darwin
Rapid Creek;2021;Northern Territory;French;24.0;4.0;0.0;11.0;0.0;45.0;Darwin
Rapid Creek;2021;Northern Territory;Italian;50.0;13.0;5.0;28.0;0.0;94.0;Darwin
Rapid Creek;2021;Northern Territory;Samoan;0.0;0.0;6.0;0.0;0.0;5.0;Darwin
Winnellie;2021;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;French;6.0;0.0;0.0;0.0;0.0;6.0;Darwin
Winnellie;2021;Northern Territory;Italian;4.0;0.0;0.0;0.0;0.0;7.0;Darwin
Winnellie;2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2021;Northern Territory;Spanish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2021;Northern Territory;Dutch;7.0;0.0;3.0;11.0;0.0;24.0;Darwin
Moil;2021;Northern Territory;Filipino;121.0;0.0;3.0;6.0;0.0;132.0;Darwin
Moil;2021;Northern Territory;Italian;10.0;8.0;0.0;18.0;0.0;32.0;Darwin
Moil;2021;Northern Territory;Korean;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Moil;2021;Northern Territory;Maltese;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Moil;2021;Northern Territory;Russian;7.0;0.0;0.0;5.0;0.0;10.0;Darwin
Moil;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2021;Northern Territory;Spanish;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Moil;2021;Northern Territory;Sri Lankan;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Moil;2021;Northern Territory;Ancestry not stated;8.0;0.0;0.0;7.0;118.0;133.0;Darwin
Tiwi;2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;4.0;Darwin
Tiwi;2021;Northern Territory;Maori;10.0;4.0;5.0;5.0;0.0;25.0;Darwin
Tiwi;2021;Northern Territory;Russian;12.0;0.0;0.0;3.0;0.0;15.0;Darwin
Tiwi;2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Tiwi;2021;Northern Territory;Serbian;0.0;0.0;0.0;5.0;0.0;8.0;Darwin
Tiwi;2021;Northern Territory;Welsh;6.0;0.0;0.0;0.0;0.0;8.0;Darwin
Nightcliff;2021;Northern Territory;Filipino;143.0;0.0;10.0;0.0;0.0;158.0;Darwin
Nightcliff;2021;Northern Territory;Lebanese;0.0;0.0;5.0;0.0;0.0;8.0;Darwin
Nightcliff;2021;Northern Territory;Russian;5.0;0.0;0.0;5.0;0.0;16.0;Darwin
Nightcliff;2021;Northern Territory;Samoan;5.0;0.0;0.0;0.0;0.0;6.0;Darwin
Nightcliff;2021;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nightcliff;2021;Northern Territory;Sri Lankan;14.0;0.0;0.0;0.0;0.0;15.0;Darwin
Nightcliff;2021;Northern Territory;Vietnamese;17.0;0.0;0.0;0.0;0.0;23.0;Darwin
Eaton (NT);2021;Northern Territory;French;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Eaton (NT);2021;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2021;Northern Territory;Irish;3.0;0.0;0.0;20.0;0.0;25.0;Darwin
Eaton (NT);2021;Northern Territory;Italian;0.0;0.0;0.0;4.0;0.0;7.0;Darwin
Eaton (NT);2021;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2021;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2021;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2021;Northern Territory;Samoan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2021;Northern Territory;Scottish;0.0;0.0;0.0;29.0;0.0;34.0;Darwin
Eaton (NT);2021;Northern Territory;Sri Lankan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2021;Northern Territory;Vietnamese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2021;Northern Territory;Other(d);26.0;0.0;9.0;3.0;0.0;41.0;Darwin
Muirhead;2021;Northern Territory;Chinese;283.0;4.0;19.0;21.0;5.0;334.0;Darwin
Muirhead;2021;Northern Territory;English;200.0;75.0;59.0;381.0;0.0;719.0;Darwin
Muirhead;2021;Northern Territory;Irish;32.0;24.0;7.0;134.0;0.0;201.0;Darwin
Muirhead;2021;Northern Territory;Vietnamese;44.0;5.0;5.0;0.0;0.0;51.0;Darwin
Malak;2021;Northern Territory;Greek;29.0;8.0;12.0;3.0;0.0;61.0;Darwin
Malak;2021;Northern Territory;Irish;22.0;16.0;9.0;166.0;0.0;213.0;Darwin
Malak;2021;Northern Territory;Polish;9.0;0.0;3.0;7.0;0.0;17.0;Darwin
Casuarina (NT);2011;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2011;Northern Territory;Scottish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coconut Grove;2011;Northern Territory;Korean;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Coconut Grove;2011;Northern Territory;Russian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Eaton (NT);2011;Northern Territory;Chinese;7.0;0.0;0.0;3.0;0.0;10.0;Darwin
Jingili;2011;Northern Territory;Chinese;45.0;4.0;9.0;24.0;3.0;85.0;Darwin
Leanyer;2011;Northern Territory;Indian;85.0;0.0;3.0;3.0;4.0;95.0;Darwin
Ludmilla;2011;Northern Territory;Filipino;36.0;0.0;3.0;0.0;0.0;39.0;Darwin
Ludmilla;2011;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2011;Northern Territory;Australian Aboriginal;0.0;3.0;4.0;12.0;0.0;19.0;Darwin
Lyons (NT);2011;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Malak;2011;Northern Territory;Maori;14.0;3.0;3.0;0.0;0.0;20.0;Darwin
Malak;2011;Northern Territory;South African;3.0;3.0;0.0;0.0;0.0;6.0;Darwin
Marrara;2011;Northern Territory;French;3.0;0.0;0.0;3.0;0.0;6.0;Darwin
Marrara;2011;Northern Territory;New Zealander;8.0;0.0;0.0;3.0;0.0;11.0;Darwin
Millner;2011;Northern Territory;Indian;58.0;0.0;0.0;0.0;0.0;58.0;Darwin
Millner;2011;Northern Territory;Serbian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Nakara;2011;Northern Territory;Maori;9.0;0.0;0.0;0.0;0.0;9.0;Darwin
Nightcliff;2011;Northern Territory;Vietnamese;8.0;0.0;0.0;0.0;0.0;8.0;Darwin
Parap;2011;Northern Territory;Russian;4.0;3.0;0.0;0.0;0.0;7.0;Darwin
Parap;2011;Northern Territory;Other(d);111.0;15.0;19.0;12.0;9.0;166.0;Darwin
Rapid Creek;2011;Northern Territory;Irish;53.0;24.0;14.0;268.0;4.0;363.0;Darwin
Tiwi;2011;Northern Territory;South African;7.0;0.0;4.0;0.0;0.0;11.0;Darwin
Alawa;2006;Northern Territory;New Zealander;8.0;3.0;3.0;0.0;3.0;17.0;Darwin
Brinkin;2006;Northern Territory;Dutch;3.0;0.0;3.0;4.0;0.0;10.0;Darwin
Coconut Grove;2006;Northern Territory;Polish;7.0;4.0;0.0;10.0;0.0;21.0;Darwin
Fannie Bay;2006;Northern Territory;French;8.0;0.0;3.0;11.0;0.0;22.0;Darwin
Jingili;2006;Northern Territory;Chinese;35.0;10.0;6.0;18.0;4.0;73.0;Darwin
Leanyer;2006;Northern Territory;Russian;6.0;0.0;0.0;0.0;0.0;6.0;Darwin
Lee Point;2006;Northern Territory;Scottish;3.0;0.0;0.0;6.0;0.0;9.0;Darwin
Malak;2006;Northern Territory;Australian Aboriginal;3.0;9.0;0.0;65.0;0.0;77.0;Darwin
Marrara;2006;Northern Territory;Other(d);84.0;10.0;13.0;17.0;3.0;127.0;Darwin
Rapid Creek;2006;Northern Territory;Croatian;3.0;3.0;0.0;3.0;0.0;9.0;Darwin
Stuart Park;2006;Northern Territory;Vietnamese;8.0;0.0;0.0;0.0;0.0;8.0;Darwin
Tiwi;2006;Northern Territory;Irish;34.0;18.0;10.0;170.0;7.0;239.0;Darwin
Nakara;2016;Northern Territory;New Zealander;5.0;0.0;0.0;0.0;0.0;8.0;Darwin
Nakara;2016;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2016;Northern Territory;New Zealander;10.0;5.0;0.0;0.0;0.0;19.0;Darwin
Tiwi;2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2016;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2016;Northern Territory;Vietnamese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2016;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;4.0;Darwin
Woolner;2016;Northern Territory;Spanish;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Wulagi;2016;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2016;Northern Territory;Irish;34.0;23.0;11.0;157.0;3.0;234.0;Darwin
Alawa;2016;Northern Territory;Croatian;0.0;3.0;0.0;0.0;0.0;6.0;Darwin
Anula;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2016;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2016;Northern Territory;Ancestry not stated;0.0;0.0;0.0;0.0;12.0;12.0;Darwin
East Point;2016;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Jingili;2016;Northern Territory;Hungarian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Karama;2016;Northern Territory;Russian;0.0;0.0;0.0;3.0;0.0;5.0;Darwin
Malak;2016;Northern Territory;Korean;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Malak;2016;Northern Territory;Serbian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Millner;2016;Northern Territory;Dutch;10.0;9.0;0.0;4.0;0.0;18.0;Darwin
Parap;2016;Northern Territory;Russian;7.0;0.0;3.0;0.0;0.0;13.0;Darwin
Alawa;2011;Northern Territory;Hungarian;8.0;0.0;0.0;0.0;0.0;8.0;Darwin
Alawa;2011;Northern Territory;Italian;19.0;12.0;9.0;20.0;3.0;63.0;Darwin
Bayview (NT);2011;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2011;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coconut Grove;2011;Northern Territory;New Zealander;14.0;3.0;4.0;5.0;0.0;26.0;Darwin
Eaton (NT);2011;Northern Territory;German;6.0;3.0;5.0;21.0;0.0;35.0;Darwin
Fannie Bay;2011;Northern Territory;Australian Aboriginal;0.0;3.0;0.0;17.0;3.0;23.0;Darwin
Jingili;2011;Northern Territory;Italian;10.0;4.0;0.0;23.0;0.0;37.0;Darwin
Karama;2011;Northern Territory;South African;11.0;0.0;0.0;0.0;0.0;11.0;Darwin
Ludmilla;2011;Northern Territory;Indian;25.0;3.0;3.0;0.0;0.0;31.0;Darwin
Ludmilla;2011;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2011;Northern Territory;Welsh;5.0;3.0;0.0;5.0;0.0;13.0;Darwin
Lyons (NT);2011;Northern Territory;New Zealander;8.0;10.0;3.0;0.0;0.0;21.0;Darwin
Malak;2011;Northern Territory;New Zealander;18.0;8.0;7.0;4.0;0.0;37.0;Darwin
Marrara;2011;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Marrara;2011;Northern Territory;Turkish;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Millner;2011;Northern Territory;English;130.0;57.0;50.0;338.0;14.0;589.0;Darwin
Moil;2011;Northern Territory;English;102.0;57.0;30.0;333.0;30.0;552.0;Darwin
Moil;2011;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nightcliff;2011;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Rapid Creek;2011;Northern Territory;English;234.0;102.0;62.0;553.0;18.0;969.0;Darwin
Rapid Creek;2011;Northern Territory;Russian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Stuart Park;2011;Northern Territory;Dutch;26.0;14.0;8.0;8.0;0.0;56.0;Darwin
Stuart Park;2011;Northern Territory;Vietnamese;8.0;5.0;0.0;0.0;0.0;13.0;Darwin
The Gardens (NT);2011;Northern Territory;Australian;0.0;19.0;21.0;239.0;13.0;292.0;Darwin
The Gardens (NT);2011;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Narrows (NT);2011;Northern Territory;Italian;3.0;3.0;0.0;4.0;0.0;10.0;Darwin
Wagaman;2011;Northern Territory;Welsh;3.0;0.0;0.0;4.0;0.0;7.0;Darwin
Woolner;2011;Northern Territory;German;19.0;3.0;3.0;32.0;0.0;57.0;Darwin
Alawa;2016;Northern Territory;Polish;9.0;0.0;0.0;7.0;0.0;13.0;Darwin
Coconut Grove;2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2016;Northern Territory;New Zealander;8.0;15.0;3.0;0.0;0.0;34.0;Darwin
Lyons (NT);2016;Northern Territory;Scottish;32.0;13.0;15.0;100.0;0.0;158.0;Darwin
Parap;2016;Northern Territory;Welsh;13.0;0.0;0.0;9.0;0.0;17.0;Darwin
Stuart Park;2016;Northern Territory;Lebanese;0.0;0.0;0.0;3.0;0.0;0.0;Darwin
Stuart Park;2016;Northern Territory;Vietnamese;21.0;0.0;0.0;0.0;0.0;21.0;Darwin
Woolner;2016;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2016;Northern Territory;French;12.0;0.0;0.0;0.0;0.0;12.0;Darwin
Wulagi;2016;Northern Territory;Italian;23.0;7.0;0.0;34.0;0.0;74.0;Darwin
Wulagi;2016;Northern Territory;New Zealander;13.0;3.0;0.0;0.0;0.0;17.0;Darwin
Wulagi;2016;Northern Territory;Vietnamese;17.0;0.0;3.0;5.0;0.0;24.0;Darwin
Anula;2006;Northern Territory;Greek;27.0;7.0;0.0;17.0;0.0;51.0;Darwin
Anula;2006;Northern Territory;Irish;54.0;14.0;20.0;151.0;3.0;242.0;Darwin
Anula;2006;Northern Territory;Sinhalese;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Brinkin;2006;Northern Territory;New Zealander;0.0;0.0;3.0;0.0;0.0;3.0;Darwin
Fannie Bay;2006;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2006;Northern Territory;Vietnamese;3.0;0.0;4.0;0.0;0.0;7.0;Darwin
Karama;2006;Northern Territory;Other(d);532.0;27.0;41.0;81.0;14.0;695.0;Darwin
Larrakeyah;2006;Northern Territory;Lebanese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Leanyer;2006;Northern Territory;Polish;21.0;4.0;3.0;3.0;0.0;31.0;Darwin
Ludmilla;2006;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2006;Northern Territory;South African;3.0;4.0;0.0;0.0;0.0;7.0;Darwin
Malak;2006;Northern Territory;Vietnamese;26.0;0.0;0.0;0.0;3.0;29.0;Darwin
Marrara;2006;Northern Territory;Hungarian;6.0;0.0;0.0;0.0;0.0;6.0;Darwin
Millner;2006;Northern Territory;Croatian;4.0;3.0;0.0;6.0;0.0;13.0;Darwin
Moil;2006;Northern Territory;Dutch;19.0;10.0;0.0;12.0;0.0;41.0;Darwin
Moil;2006;Northern Territory;Filipino;42.0;0.0;4.0;3.0;3.0;52.0;Darwin
Moil;2006;Northern Territory;Welsh;4.0;3.0;0.0;5.0;0.0;12.0;Darwin
Nakara;2006;Northern Territory;Welsh;3.0;0.0;0.0;3.0;0.0;6.0;Darwin
Nightcliff;2006;Northern Territory;Hungarian;9.0;4.0;0.0;0.0;0.0;13.0;Darwin
Parap;2006;Northern Territory;Italian;24.0;6.0;9.0;22.0;5.0;66.0;Darwin
Rapid Creek;2006;Northern Territory;Australian Aboriginal;0.0;4.0;0.0;31.0;3.0;38.0;Darwin
Rapid Creek;2006;Northern Territory;German;39.0;22.0;3.0;74.0;5.0;143.0;Darwin
Rapid Creek;2006;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Stuart Park;2006;Northern Territory;Maltese;3.0;3.0;0.0;4.0;0.0;10.0;Darwin
Stuart Park;2006;Northern Territory;Sinhalese;8.0;0.0;0.0;0.0;0.0;8.0;Darwin
Tiwi;2006;Northern Territory;Greek;91.0;11.0;0.0;3.0;4.0;109.0;Darwin
Tiwi;2006;Northern Territory;Maori;12.0;3.0;9.0;0.0;0.0;24.0;Darwin
Wagaman;2006;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2006;Northern Territory;Other(d);198.0;12.0;22.0;23.0;9.0;264.0;Darwin
Wanguri;2006;Northern Territory;Filipino;42.0;0.0;5.0;0.0;0.0;47.0;Darwin
Wanguri;2006;Northern Territory;Vietnamese;11.0;0.0;0.0;0.0;0.0;11.0;Darwin
Wanguri;2006;Northern Territory;Welsh;5.0;0.0;0.0;8.0;0.0;13.0;Darwin
Winnellie;2006;Northern Territory;New Zealander;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Woolner;2006;Northern Territory;American;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Woolner;2006;Northern Territory;Croatian;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Woolner;2006;Northern Territory;Filipino;5.0;0.0;3.0;0.0;0.0;8.0;Darwin
Woolner;2006;Northern Territory;Greek;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Woolner;2006;Northern Territory;Indian;10.0;0.0;3.0;0.0;0.0;13.0;Darwin
Wulagi;2006;Northern Territory;Maltese;7.0;0.0;0.0;4.0;0.0;11.0;Darwin
Alawa;2016;Northern Territory;French;6.0;0.0;0.0;4.0;0.0;16.0;Darwin
Alawa;2016;Northern Territory;Other(d);271.0;9.0;13.0;44.0;13.0;345.0;Darwin
Bayview (NT);2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Brinkin;2016;Northern Territory;Filipino;52.0;0.0;0.0;0.0;0.0;55.0;Darwin
Brinkin;2016;Northern Territory;German;8.0;5.0;5.0;22.0;0.0;48.0;Darwin
Brinkin;2016;Northern Territory;Irish;18.0;6.0;7.0;49.0;3.0;87.0;Darwin
Brinkin;2016;Northern Territory;Russian;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Brinkin;2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2016;Northern Territory;Scottish;0.0;0.0;0.0;10.0;0.0;9.0;Darwin
Coconut Grove;2016;Northern Territory;Italian;39.0;9.0;3.0;26.0;0.0;74.0;Darwin
Coconut Grove;2016;Northern Territory;Lebanese;0.0;3.0;0.0;0.0;0.0;3.0;Darwin
Coconut Grove;2016;Northern Territory;Other(d);427.0;21.0;17.0;20.0;6.0;496.0;Darwin
Coonawarra (NT);2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2016;Northern Territory;Dutch;0.0;0.0;0.0;0.0;0.0;4.0;Darwin
Coonawarra (NT);2016;Northern Territory;Sri Lankan;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2016;Northern Territory;Italian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2016;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2016;Northern Territory;Australian;0.0;9.0;15.0;53.0;3.0;84.0;Darwin
Eaton (NT);2016;Northern Territory;Spanish;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Fannie Bay;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Jingili;2016;Northern Territory;Maori;3.0;0.0;0.0;0.0;0.0;10.0;Darwin
Jingili;2016;Northern Territory;Other(d);168.0;17.0;17.0;35.0;3.0;243.0;Darwin
Karama;2016;Northern Territory;Serbian;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Karama;2016;Northern Territory;Sri Lankan;10.0;0.0;0.0;0.0;0.0;10.0;Darwin
Leanyer;2016;Northern Territory;Russian;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Lee Point;2016;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2016;Northern Territory;Other(d);3.0;0.0;0.0;0.0;0.0;8.0;Darwin
Ludmilla;2016;Northern Territory;Dutch;14.0;3.0;3.0;3.0;0.0;21.0;Darwin
Ludmilla;2016;Northern Territory;Serbian;8.0;0.0;0.0;0.0;0.0;8.0;Darwin
Malak;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Malak;2016;Northern Territory;Maori;7.0;3.0;4.0;5.0;0.0;29.0;Darwin
Marrara;2016;Northern Territory;Filipino;74.0;0.0;4.0;0.0;0.0;76.0;Darwin
Millner;2016;Northern Territory;Italian;16.0;6.0;9.0;28.0;0.0;55.0;Darwin
Millner;2016;Northern Territory;Welsh;4.0;0.0;0.0;3.0;0.0;11.0;Darwin
Muirhead;2016;Northern Territory;Indian;207.0;3.0;0.0;0.0;0.0;214.0;Darwin
Muirhead;2016;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Nightcliff;2016;Northern Territory;English;282.0;100.0;97.0;586.0;21.0;1082.0;Darwin
Stuart Park;2016;Northern Territory;Hungarian;0.0;0.0;0.0;3.0;0.0;6.0;Darwin
The Gardens (NT);2016;Northern Territory;Italian;9.0;0.0;3.0;5.0;0.0;19.0;Darwin
The Gardens (NT);2016;Northern Territory;Ancestry not stated;10.0;0.0;0.0;7.0;56.0;65.0;Darwin
