suburb;census_year;state;sub_category;both_parents_born_overseas;father_only_born_overseas;mother_only_born_overseas;both_parents_born_in_australia;birthplace_not_stated_b;total_responses_c;abs_lga
The Narrows (NT);2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;13.0;0.0;13.0;Darwin
The Narrows (NT);2016;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
The Narrows (NT);2016;Northern Territory;Scottish;4.0;3.0;3.0;33.0;0.0;44.0;Darwin
The Narrows (NT);2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2016;Northern Territory;South African;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Tiwi;2016;Northern Territory;Sri Lankan;11.0;0.0;0.0;0.0;0.0;10.0;Darwin
Wagaman;2016;Northern Territory;Russian;5.0;0.0;0.0;3.0;0.0;5.0;Darwin
Wagaman;2016;Northern Territory;Ancestry not stated;15.0;0.0;0.0;3.0;230.0;254.0;Darwin
Wanguri;2016;Northern Territory;English;91.0;58.0;34.0;319.0;8.0;510.0;Darwin
Wanguri;2016;Northern Territory;Vietnamese;21.0;0.0;0.0;0.0;0.0;21.0;Darwin
Woolner;2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2016;Northern Territory;Dutch;10.0;11.0;3.0;3.0;0.0;26.0;Darwin
Wulagi;2016;Northern Territory;Spanish;7.0;0.0;0.0;3.0;0.0;7.0;Darwin
Alawa;2011;Northern Territory;Scottish;25.0;6.0;5.0;64.0;3.0;103.0;Darwin
Anula;2011;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Anula;2011;Northern Territory;Welsh;5.0;0.0;0.0;8.0;0.0;13.0;Darwin
Bayview (NT);2011;Northern Territory;German;10.0;3.0;3.0;33.0;3.0;52.0;Darwin
Brinkin;2011;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2011;Northern Territory;Italian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2011;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;0.0;3.0;3.0;Darwin
Coonawarra (NT);2011;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2011;Northern Territory;Dutch;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2011;Northern Territory;Irish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Jingili;2011;Northern Territory;Polish;3.0;8.0;3.0;4.0;0.0;18.0;Darwin
Wagaman;2011;Northern Territory;Chinese;110.0;0.0;3.0;13.0;3.0;129.0;Darwin
Wanguri;2011;Northern Territory;Dutch;11.0;0.0;0.0;3.0;0.0;14.0;Darwin
Wanguri;2011;Northern Territory;Hungarian;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Winnellie;2011;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2011;Northern Territory;French;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Woolner;2011;Northern Territory;Irish;16.0;8.0;7.0;64.0;0.0;95.0;Darwin
Woolner;2011;Northern Territory;Vietnamese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Alawa;2006;Northern Territory;Russian;6.0;0.0;0.0;0.0;0.0;6.0;Darwin
Anula;2006;Northern Territory;Dutch;14.0;3.0;4.0;7.0;0.0;28.0;Darwin
Brinkin;2006;Northern Territory;Filipino;13.0;0.0;3.0;0.0;0.0;16.0;Darwin
Coconut Grove;2006;Northern Territory;Indian;25.0;3.0;0.0;0.0;0.0;28.0;Darwin
Karama;2006;Northern Territory;Irish;42.0;23.0;27.0;208.0;7.0;307.0;Darwin
Larrakeyah;2006;Northern Territory;Chinese;57.0;3.0;4.0;20.0;3.0;87.0;Darwin
Leanyer;2006;Northern Territory;Italian;48.0;11.0;10.0;33.0;0.0;102.0;Darwin
Nightcliff;2006;Northern Territory;Croatian;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Nightcliff;2006;Northern Territory;Maori;7.0;3.0;0.0;3.0;0.0;13.0;Darwin
Wanguri;2006;Northern Territory;South African;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Wulagi;2006;Northern Territory;New Zealander;24.0;5.0;8.0;0.0;0.0;37.0;Darwin
Lyons (NT);2016;Northern Territory;Ancestry not stated;0.0;0.0;0.0;10.0;128.0;138.0;Darwin
Malak;2016;Northern Territory;Vietnamese;31.0;0.0;0.0;0.0;0.0;33.0;Darwin
Marrara;2016;Northern Territory;Polish;0.0;4.0;0.0;4.0;0.0;9.0;Darwin
Millner;2016;Northern Territory;South African;10.0;0.0;0.0;0.0;0.0;10.0;Darwin
Muirhead;2016;Northern Territory;Welsh;6.0;0.0;0.0;9.0;0.0;12.0;Darwin
Nakara;2016;Northern Territory;Maori;8.0;0.0;0.0;0.0;0.0;11.0;Darwin
Wagaman;2016;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wagaman;2016;Northern Territory;Welsh;3.0;0.0;0.0;4.0;0.0;10.0;Darwin
Wanguri;2016;Northern Territory;Welsh;9.0;0.0;0.0;3.0;0.0;12.0;Darwin
Winnellie;2016;Northern Territory;English;21.0;3.0;3.0;50.0;0.0;79.0;Darwin
Alawa;2016;Northern Territory;Ancestry not stated;10.0;0.0;0.0;3.0;220.0;235.0;Darwin
Anula;2016;Northern Territory;Australian;26.0;77.0;99.0;666.0;24.0;894.0;Darwin
Brinkin;2016;Northern Territory;Other(d);207.0;4.0;6.0;9.0;0.0;236.0;Darwin
Casuarina (NT);2016;Northern Territory;Australian;0.0;0.0;3.0;30.0;0.0;34.0;Darwin
Casuarina (NT);2016;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coconut Grove;2016;Northern Territory;Scottish;46.0;11.0;14.0;103.0;0.0;179.0;Darwin
East Point;2016;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Eaton (NT);2016;Northern Territory;Serbian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2016;Northern Territory;German;17.0;7.0;9.0;51.0;0.0;83.0;Darwin
Ludmilla;2016;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2016;Northern Territory;Sri Lankan;23.0;0.0;0.0;0.0;0.0;23.0;Darwin
The Gardens (NT);2016;Northern Territory;Australian;3.0;21.0;22.0;164.0;0.0;215.0;Darwin
Alawa;2011;Northern Territory;Chinese;79.0;0.0;8.0;5.0;3.0;95.0;Darwin
Alawa;2011;Northern Territory;South African;7.0;3.0;0.0;0.0;0.0;10.0;Darwin
Anula;2011;Northern Territory;Irish;37.0;13.0;21.0;141.0;3.0;215.0;Darwin
Fannie Bay;2011;Northern Territory;Dutch;20.0;8.0;3.0;5.0;0.0;36.0;Darwin
Fannie Bay;2011;Northern Territory;Turkish;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Jingili;2011;Northern Territory;Hungarian;3.0;4.0;0.0;3.0;0.0;10.0;Darwin
Larrakeyah;2011;Northern Territory;English;270.0;78.0;68.0;519.0;18.0;953.0;Darwin
Larrakeyah;2011;Northern Territory;South African;10.0;0.0;0.0;3.0;0.0;13.0;Darwin
Leanyer;2011;Northern Territory;Hungarian;8.0;4.0;0.0;0.0;0.0;12.0;Darwin
Lee Point;2011;Northern Territory;Polish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2011;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2011;Northern Territory;Vietnamese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Stuart Park;2011;Northern Territory;Macedonian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Stuart Park;2011;Northern Territory;New Zealander;37.0;10.0;13.0;0.0;0.0;60.0;Darwin
Stuart Park;2011;Northern Territory;Spanish;3.0;3.0;0.0;4.0;0.0;10.0;Darwin
Wagaman;2011;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2016;Northern Territory;Other(d);0.0;0.0;0.0;0.0;0.0;4.0;Darwin
Eaton (NT);2016;Northern Territory;Filipino;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Eaton (NT);2016;Northern Territory;Welsh;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2016;Northern Territory;Sri Lankan;0.0;0.0;0.0;0.0;0.0;7.0;Darwin
Jingili;2016;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Karama;2016;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Karama;2016;Northern Territory;Maori;13.0;0.0;0.0;5.0;0.0;24.0;Darwin
Larrakeyah;2016;Northern Territory;Chinese;103.0;3.0;8.0;19.0;0.0;138.0;Darwin
Lee Point;2016;Northern Territory;Irish;0.0;0.0;0.0;3.0;0.0;0.0;Darwin
Malak;2016;Northern Territory;Spanish;26.0;0.0;3.0;0.0;0.0;25.0;Darwin
Marrara;2016;Northern Territory;Lebanese;5.0;0.0;0.0;0.0;0.0;4.0;Darwin
Millner;2016;Northern Territory;German;30.0;7.0;9.0;55.0;0.0;100.0;Darwin
Nakara;2016;Northern Territory;Irish;34.0;15.0;14.0;108.0;0.0;173.0;Darwin
Nakara;2016;Northern Territory;Spanish;17.0;3.0;0.0;0.0;0.0;16.0;Darwin
Moil;2016;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2016;Northern Territory;Ancestry not stated;24.0;3.0;0.0;13.0;171.0;211.0;Darwin
Muirhead;2016;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nightcliff;2016;Northern Territory;South African;10.0;0.0;0.0;0.0;0.0;11.0;Darwin
Rapid Creek;2016;Northern Territory;Australian;26.0;118.0;67.0;662.0;9.0;885.0;Darwin
The Gardens (NT);2016;Northern Territory;Polish;3.0;0.0;0.0;0.0;0.0;4.0;Darwin
Wulagi;2016;Northern Territory;Chinese;112.0;3.0;3.0;10.0;3.0;130.0;Darwin
Wulagi;2016;Northern Territory;Greek;22.0;15.0;4.0;18.0;8.0;67.0;Darwin
Wulagi;2016;Northern Territory;Sri Lankan;8.0;0.0;0.0;0.0;0.0;9.0;Darwin
Alawa;2006;Northern Territory;Croatian;3.0;0.0;0.0;6.0;0.0;9.0;Darwin
Alawa;2006;Northern Territory;French;6.0;0.0;0.0;3.0;0.0;9.0;Darwin
Anula;2006;Northern Territory;Italian;14.0;8.0;0.0;18.0;4.0;44.0;Darwin
Brinkin;2006;Northern Territory;Scottish;12.0;5.0;6.0;37.0;0.0;60.0;Darwin
Brinkin;2006;Northern Territory;Serbian;0.0;0.0;0.0;0.0;3.0;3.0;Darwin
Coconut Grove;2006;Northern Territory;American;5.0;0.0;3.0;0.0;0.0;8.0;Darwin
Coconut Grove;2006;Northern Territory;French;11.0;0.0;3.0;0.0;0.0;14.0;Darwin
Coconut Grove;2006;Northern Territory;Lebanese;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Coconut Grove;2006;Northern Territory;Other(d);197.0;13.0;19.0;28.0;12.0;269.0;Darwin
Fannie Bay;2006;Northern Territory;Italian;40.0;21.0;5.0;26.0;4.0;96.0;Darwin
Jingili;2006;Northern Territory;Irish;24.0;17.0;8.0;93.0;0.0;142.0;Darwin
Leanyer;2006;Northern Territory;German;46.0;25.0;11.0;125.0;4.0;211.0;Darwin
Lee Point;2006;Northern Territory;Italian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2006;Northern Territory;Filipino;24.0;0.0;0.0;0.0;0.0;24.0;Darwin
Ludmilla;2006;Northern Territory;Sinhalese;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Marrara;2006;Northern Territory;Chinese;26.0;0.0;0.0;10.0;0.0;36.0;Darwin
Marrara;2006;Northern Territory;Greek;7.0;0.0;0.0;4.0;0.0;11.0;Darwin
Marrara;2006;Northern Territory;Maltese;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Millner;2006;Northern Territory;Other(d);173.0;23.0;11.0;24.0;10.0;241.0;Darwin
Nakara;2006;Northern Territory;Polish;7.0;0.0;0.0;0.0;0.0;7.0;Darwin
Nightcliff;2006;Northern Territory;Dutch;24.0;11.0;4.0;5.0;0.0;44.0;Darwin
Nightcliff;2006;Northern Territory;German;48.0;10.0;5.0;75.0;0.0;138.0;Darwin
Nightcliff;2006;Northern Territory;Russian;3.0;4.0;0.0;3.0;0.0;10.0;Darwin
Nightcliff;2006;Northern Territory;Spanish;9.0;0.0;0.0;3.0;0.0;12.0;Darwin
Parap;2006;Northern Territory;Filipino;37.0;3.0;8.0;0.0;0.0;48.0;Darwin
Parap;2006;Northern Territory;Polish;4.0;3.0;3.0;4.0;0.0;14.0;Darwin
Parap;2006;Northern Territory;Vietnamese;15.0;3.0;0.0;0.0;0.0;18.0;Darwin
Rapid Creek;2006;Northern Territory;Welsh;11.0;4.0;0.0;11.0;0.0;26.0;Darwin
Stuart Park;2006;Northern Territory;Australian Aboriginal;0.0;3.0;0.0;45.0;3.0;51.0;Darwin
Stuart Park;2006;Northern Territory;Ancestry not stated;16.0;8.0;7.0;38.0;354.0;423.0;Darwin
Winnellie;2006;Northern Territory;French;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Woolner;2006;Northern Territory;Hungarian;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Wulagi;2006;Northern Territory;Serbian;4.0;0.0;0.0;5.0;0.0;9.0;Darwin
Alawa;2011;Northern Territory;Polish;5.0;0.0;0.0;14.0;0.0;19.0;Darwin
Anula;2011;Northern Territory;Filipino;56.0;0.0;12.0;9.0;0.0;77.0;Darwin
Bayview (NT);2011;Northern Territory;French;3.0;0.0;0.0;3.0;0.0;6.0;Darwin
Bayview (NT);2011;Northern Territory;Ancestry not stated;13.0;0.0;0.0;3.0;116.0;132.0;Darwin
Brinkin;2011;Northern Territory;New Zealander;3.0;0.0;3.0;0.0;0.0;6.0;Darwin
Brinkin;2011;Northern Territory;Russian;3.0;0.0;3.0;0.0;0.0;6.0;Darwin
Brinkin;2011;Northern Territory;Other(d);183.0;9.0;5.0;14.0;0.0;211.0;Darwin
Coconut Grove;2011;Northern Territory;Italian;36.0;10.0;4.0;27.0;4.0;81.0;Darwin
Coconut Grove;2011;Northern Territory;South African;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Coconut Grove;2011;Northern Territory;Turkish;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Coonawarra (NT);2011;Northern Territory;Australian;4.0;16.0;15.0;171.0;4.0;210.0;Darwin
Coonawarra (NT);2011;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Coonawarra (NT);2011;Northern Territory;Italian;3.0;3.0;0.0;3.0;0.0;9.0;Darwin
East Point;2011;Northern Territory;German;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2011;Northern Territory;Sinhalese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
East Point;2011;Northern Territory;Vietnamese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Fannie Bay;2011;Northern Territory;Filipino;14.0;0.0;4.0;0.0;0.0;18.0;Darwin
Karama;2011;Northern Territory;Indian;33.0;0.0;0.0;3.0;0.0;36.0;Darwin
Karama;2011;Northern Territory;Other(d);603.0;20.0;61.0;57.0;36.0;777.0;Darwin
Larrakeyah;2011;Northern Territory;Greek;51.0;16.0;4.0;26.0;3.0;100.0;Darwin
Larrakeyah;2011;Northern Territory;Korean;24.0;0.0;0.0;3.0;0.0;27.0;Darwin
Leanyer;2011;Northern Territory;English;270.0;116.0;90.0;698.0;26.0;1200.0;Darwin
Leanyer;2011;Northern Territory;Filipino;132.0;4.0;11.0;3.0;0.0;150.0;Darwin
Leanyer;2011;Northern Territory;French;12.0;4.0;3.0;15.0;4.0;38.0;Darwin
Leanyer;2011;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lee Point;2011;Northern Territory;Filipino;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2011;Northern Territory;English;101.0;50.0;33.0;245.0;9.0;438.0;Darwin
Millner;2011;Northern Territory;New Zealander;20.0;7.0;6.0;6.0;0.0;39.0;Darwin
Moil;2011;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Nakara;2011;Northern Territory;Australian Aboriginal;0.0;0.0;3.0;8.0;0.0;11.0;Darwin
Nakara;2011;Northern Territory;South African;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Rapid Creek;2011;Northern Territory;Chinese;63.0;3.0;5.0;9.0;3.0;83.0;Darwin
Rapid Creek;2011;Northern Territory;Welsh;4.0;3.0;3.0;9.0;0.0;19.0;Darwin
The Gardens (NT);2011;Northern Territory;New Zealander;3.0;0.0;3.0;0.0;0.0;6.0;Darwin
Tiwi;2011;Northern Territory;Scottish;60.0;11.0;14.0;100.0;3.0;188.0;Darwin
Wagaman;2011;Northern Territory;Australian Aboriginal;0.0;3.0;0.0;13.0;0.0;16.0;Darwin
Wagaman;2011;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Alawa;2006;Northern Territory;American;0.0;3.0;3.0;0.0;0.0;6.0;Darwin
Alawa;2006;Northern Territory;Greek;68.0;9.0;0.0;11.0;3.0;91.0;Darwin
Alawa;2006;Northern Territory;Hungarian;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Alawa;2006;Northern Territory;Welsh;7.0;4.0;0.0;7.0;0.0;18.0;Darwin
Anula;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Anula;2006;Northern Territory;Other(d);141.0;18.0;26.0;19.0;14.0;218.0;Darwin
Brinkin;2006;Northern Territory;Australian;3.0;42.0;35.0;233.0;9.0;322.0;Darwin
Brinkin;2006;Northern Territory;Welsh;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Coconut Grove;2006;Northern Territory;Hungarian;5.0;0.0;0.0;0.0;0.0;5.0;Darwin
Fannie Bay;2006;Northern Territory;Macedonian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Jingili;2006;Northern Territory;Indian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Karama;2006;Northern Territory;Australian;57.0;162.0;156.0;1364.0;58.0;1797.0;Darwin
Karama;2006;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Karama;2006;Northern Territory;New Zealander;23.0;9.0;6.0;0.0;4.0;42.0;Darwin
Larrakeyah;2006;Northern Territory;Australian;16.0;102.0;100.0;860.0;27.0;1105.0;Darwin
Larrakeyah;2006;Northern Territory;New Zealander;17.0;4.0;10.0;0.0;0.0;31.0;Darwin
Leanyer;2006;Northern Territory;Welsh;8.0;3.0;4.0;16.0;4.0;35.0;Darwin
Ludmilla;2006;Northern Territory;Russian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2006;Northern Territory;American;3.0;0.0;5.0;3.0;3.0;14.0;Darwin
Millner;2006;Northern Territory;Italian;27.0;12.0;3.0;21.0;0.0;63.0;Darwin
Parap;2006;Northern Territory;Sinhalese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Stuart Park;2006;Northern Territory;Filipino;25.0;3.0;0.0;0.0;3.0;31.0;Darwin
Tiwi;2006;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Tiwi;2006;Northern Territory;Welsh;4.0;0.0;0.0;8.0;0.0;12.0;Darwin
Wagaman;2006;Northern Territory;German;24.0;3.0;5.0;29.0;0.0;61.0;Darwin
Wanguri;2006;Northern Territory;French;4.0;0.0;0.0;5.0;0.0;9.0;Darwin
Wanguri;2006;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2006;Northern Territory;Dutch;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Winnellie;2006;Northern Territory;Scottish;11.0;5.0;4.0;9.0;0.0;29.0;Darwin
Wulagi;2006;Northern Territory;American;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Wulagi;2006;Northern Territory;South African;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Malak;2016;Northern Territory;French;4.0;3.0;6.0;4.0;0.0;16.0;Darwin
Marrara;2016;Northern Territory;Greek;8.0;3.0;0.0;0.0;0.0;11.0;Darwin
Marrara;2016;Northern Territory;Maori;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Rapid Creek;2016;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;36.0;0.0;42.0;Darwin
Stuart Park;2016;Northern Territory;Other(d);396.0;26.0;34.0;54.0;0.0;509.0;Darwin
Winnellie;2016;Northern Territory;Spanish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Woolner;2016;Northern Territory;Dutch;4.0;0.0;4.0;8.0;0.0;20.0;Darwin
Woolner;2016;Northern Territory;Lebanese;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Anula;2016;Northern Territory;Dutch;13.0;3.0;3.0;6.0;0.0;31.0;Darwin
Anula;2016;Northern Territory;Maltese;0.0;0.0;0.0;3.0;0.0;6.0;Darwin
Fannie Bay;2016;Northern Territory;Dutch;18.0;7.0;3.0;10.0;0.0;34.0;Darwin
Jingili;2016;Northern Territory;Polish;0.0;0.0;0.0;8.0;0.0;10.0;Darwin
Larrakeyah;2016;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Leanyer;2016;Northern Territory;Italian;33.0;12.0;0.0;34.0;0.0;82.0;Darwin
Lee Point;2016;Northern Territory;Italian;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Ludmilla;2016;Northern Territory;Turkish;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2016;Northern Territory;Vietnamese;10.0;0.0;0.0;0.0;0.0;8.0;Darwin
Lyons (NT);2016;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;3.0;Darwin
Malak;2016;Northern Territory;Scottish;35.0;22.0;9.0;132.0;0.0;198.0;Darwin
Parap;2016;Northern Territory;Greek;15.0;8.0;9.0;7.0;0.0;40.0;Darwin
Wagaman;2016;Northern Territory;Italian;4.0;3.0;3.0;12.0;0.0;27.0;Darwin
Alawa;2011;Northern Territory;Dutch;15.0;7.0;0.0;3.0;0.0;25.0;Darwin
Alawa;2011;Northern Territory;Welsh;9.0;0.0;0.0;4.0;0.0;13.0;Darwin
Anula;2011;Northern Territory;Dutch;10.0;8.0;3.0;16.0;0.0;37.0;Darwin
Bayview (NT);2011;Northern Territory;Polish;3.0;0.0;0.0;0.0;3.0;6.0;Darwin
Casuarina (NT);2011;Northern Territory;Hungarian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2011;Northern Territory;Maori;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2011;Northern Territory;New Zealander;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Casuarina (NT);2011;Northern Territory;Other(d);6.0;0.0;0.0;0.0;0.0;6.0;Darwin
Coconut Grove;2011;Northern Territory;Croatian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Coonawarra (NT);2011;Northern Territory;Ancestry not stated;0.0;4.0;0.0;3.0;439.0;446.0;Darwin
East Point;2011;Northern Territory;Scottish;0.0;0.0;0.0;3.0;0.0;3.0;Darwin
Fannie Bay;2011;Northern Territory;Scottish;67.0;20.0;16.0;141.0;3.0;247.0;Darwin
Karama;2011;Northern Territory;Italian;22.0;3.0;6.0;55.0;6.0;92.0;Darwin
Larrakeyah;2011;Northern Territory;Italian;43.0;8.0;3.0;36.0;0.0;90.0;Darwin
Leanyer;2011;Northern Territory;New Zealander;28.0;6.0;10.0;3.0;0.0;47.0;Darwin
Lee Point;2011;Northern Territory;English;14.0;0.0;0.0;44.0;0.0;58.0;Darwin
Ludmilla;2011;Northern Territory;Korean;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2011;Northern Territory;Sinhalese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Lyons (NT);2011;Northern Territory;Dutch;11.0;3.0;3.0;19.0;0.0;36.0;Darwin
Lyons (NT);2011;Northern Territory;Scottish;39.0;20.0;15.0;71.0;3.0;148.0;Darwin
Lyons (NT);2011;Northern Territory;Welsh;3.0;3.0;0.0;5.0;0.0;11.0;Darwin
Malak;2011;Northern Territory;Other(d);316.0;13.0;35.0;50.0;6.0;420.0;Darwin
Marrara;2011;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Marrara;2011;Northern Territory;Greek;10.0;9.0;3.0;9.0;0.0;31.0;Darwin
Marrara;2011;Northern Territory;Maori;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Millner;2011;Northern Territory;Korean;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Moil;2011;Northern Territory;Indian;34.0;0.0;0.0;0.0;0.0;34.0;Darwin
Moil;2011;Northern Territory;Other(d);144.0;10.0;19.0;24.0;8.0;205.0;Darwin
Nakara;2011;Northern Territory;English;103.0;51.0;27.0;253.0;16.0;450.0;Darwin
Nakara;2011;Northern Territory;German;20.0;4.0;0.0;37.0;3.0;64.0;Darwin
Nightcliff;2011;Northern Territory;Russian;9.0;0.0;0.0;0.0;0.0;9.0;Darwin
Parap;2011;Northern Territory;Greek;14.0;10.0;4.0;5.0;0.0;33.0;Darwin
Parap;2011;Northern Territory;New Zealander;9.0;3.0;3.0;0.0;0.0;15.0;Darwin
Wagaman;2011;Northern Territory;Dutch;3.0;7.0;3.0;0.0;0.0;13.0;Darwin
Winnellie;2011;Northern Territory;Maltese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Wulagi;2011;Northern Territory;Other(d);171.0;22.0;25.0;25.0;11.0;254.0;Darwin
Alawa;2006;Northern Territory;English;120.0;75.0;44.0;300.0;14.0;553.0;Darwin
Anula;2006;Northern Territory;Australian Aboriginal;0.0;0.0;0.0;39.0;3.0;42.0;Darwin
Fannie Bay;2006;Northern Territory;Welsh;6.0;4.0;3.0;9.0;0.0;22.0;Darwin
Larrakeyah;2006;Northern Territory;Irish;50.0;16.0;18.0;222.0;3.0;309.0;Darwin
Larrakeyah;2006;Northern Territory;Serbian;3.0;0.0;0.0;0.0;0.0;3.0;Darwin
Leanyer;2006;Northern Territory;Scottish;79.0;21.0;21.0;214.0;8.0;343.0;Darwin
Ludmilla;2006;Northern Territory;Croatian;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Ludmilla;2006;Northern Territory;Greek;38.0;14.0;0.0;4.0;0.0;56.0;Darwin
Ludmilla;2006;Northern Territory;Indian;7.0;0.0;3.0;0.0;0.0;10.0;Darwin
Malak;2006;Northern Territory;Chinese;159.0;11.0;9.0;28.0;7.0;214.0;Darwin
Malak;2006;Northern Territory;Irish;24.0;27.0;17.0;212.0;12.0;292.0;Darwin
Malak;2006;Northern Territory;Italian;21.0;18.0;10.0;27.0;3.0;79.0;Darwin
Millner;2006;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Millner;2006;Northern Territory;Sinhalese;4.0;0.0;0.0;0.0;0.0;4.0;Darwin
Moil;2006;Northern Territory;Lebanese;0.0;0.0;0.0;0.0;0.0;0.0;Darwin
Moil;2006;Northern Territory;Other(d);150.0;15.0;20.0;32.0;3.0;220.0;Darwin
