animal_name;animal_sex;animal_type;animal_neut;main_breed;second_breed;main_color;second_color;suburb_name
Dusty;M;Dog;Y;Kelpie;Cross Breed;Brindle;;MOIL
Hunter;M;Dog;N;Cocker Spaniel;;Blue;Roan;MALAK
Cinderella;F;Cat;Y;Domestic Short Haired;;Tabby;;WULAGI
Axel;M;Dog;Y;Jack Russell Terrier;;Tan;White;KARAMA
Levi;M;Dog;Y;Maltese;Toy Poodle;Black;White;NIGHTCLIFF
Arlo;M;Dog;Y;Terrier;;Tan;;LYONS
Terra;M;Dog;Y;Fox Terrier (Miniature);Jack Russell Terrier;Tri Colour;;MALAK
Bentley;M;Dog;Y;Boxer;;Red;White;MALAK
Indi;F;Dog;Y;Kelpie;Australian Cattle Dog;Tri Colour;;MUIRHEAD
Barney;M;Dog;Y;Blue Heeler;;Blue;;ANULA
Ziggy;F;Dog;Y;Mixed Breed;Terrier;Black;White;WULAGI
Roper;M;Dog;Y;Jack Russell Terrier;Chihuahua;Black;White;NIGHTCLIFF
Hansel;M;Dog;Y;Mixed Breed;;Tan;Fawn;NAKARA
Alby;M;Dog;Y;Red Heeler;;Red;;MALAK
Biscuit;M;Dog;Y;Bullmastiff;Cross Breed;Tan;;KARAMA
Bindi;M;Dog;Y;Irish Wolfhound;Cross Breed;Black;Tan;ALAWA
Lucille;F;Cat;Y;Domestic Short Haired;;Ginger;;LEANYER
Axle Rose;M;Dog;N;Bull Terrier;;Black;White;MILLNER
Ollie;M;Dog;Y;Bull Terrier;Cross Breed;Black;White;MALAK
Beck;M;Dog;Y;Beagle;Cross Breed;Black;Tan;COCONUT GROVE
Poppy;F;Dog;Y;Chihuahua;;Tan;;JINGILI
Nala;F;Dog;Y;American Staffordshire Terrier;;Blue;White;ANULA
Maisy;F;Cat;Y;Tabby;;Grey;;ANULA
Misha;M;Dog;Y;Shih Tzu;Maltese;White;Grey;NIGHTCLIFF
Kitty;F;Cat;Y;Egyptian Mau;;Tabby;;WULAGI
Charlie;F;Dog;Y;Staffordshire Bull Terrier;;Brown;;LEANYER
Chop;M;Dog;Y;Kelpie;Cross Breed;Black;White;LEANYER
Bella;M;Dog;Y;Bullmastiff;Cross Breed;Black;White;KARAMA
Odin;M;Dog;Y;Border Collie;;Chocolate;Grey;WULAGI
Rocky;M;Dog;N;Terrier;;Black;Grey;KARAMA
Tasik;F;Cat;Y;Mixed Breed;;Black;;TIWI
Tank;M;Dog;Y;Shih Tzu;Cross Breed;White;Tan;RAPID CREEK
Sophie;F;Dog;Y;Fox Terrier;;White;Black;ANULA
Koda;F;Dog;Y;Bull Arab;;White;Brindle;WOOLNER
Boss;M;Dog;Y;Pit Bull Terrier;Cross Breed;Tan;;TIWI
Alcapone;M;Dog;Y;Irish Wolfhound;Cross Breed;Brindle;;LEANYER
Dusty;M;Dog;Y;Jack Russell Terrier;Cross Breed;Brown;Black;LUDMILLA
Sophie;F;Dog;Y;Red Heeler;;Red;White;MALAK
Keith;M;Dog;Y;American Staffordshire Terrier;;White;Tan;WULAGI
Pepe;M;Dog;Y;Shih Tzu;Cross Breed;Black;White;ANULA
Tip;F;Dog;Y;Jack Russell Terrier;;White;Brown;LEANYER
Molly;F;Dog;Y;Fox Terrier;;White;Brown;LEANYER
D.J.;M;Dog;Y;Maltese;Shih Tzu;Brindle;;STUART PARK
Ziggy;M;Dog;Y;Poodle;Cross Breed;Black;;KARAMA
Shadow;F;Dog;Y;Kelpie;;Black;Tan;MALAK
Tarzan;M;Cat;Y;Domestic Short Haired;;Ginger;White;LYONS
Corrado;M;Cat;Y;Domestic Short Haired;;Black;;MILLNER
Indica;F;Dog;Y;Pit Bull Terrier;;Tan;;MUIRHEAD
Rexs;M;Dog;Y;Jack Russell Terrier;;Black;White;LEANYER
Patch;M;Dog;Y;Papillon;Cross Breed;Brown;White;NIGHTCLIFF
Perry;M;Dog;Y;Chihuahua;Terrier;Brown;;LEANYER
Isabella;F;Cat;Y;Domestic Short Haired;;Black;;NIGHTCLIFF
Velvet;F;Dog;Y;Mixed Breed;;Brown;;NIGHTCLIFF
Storm;F;Dog;Y;German Shepherd Dog;;Tri Colour;;WANGURI
Peanut;F;Dog;N;Cavalier King Charles Spaniel;;Brown;White;WANGURI
Harley;M;Dog;Y;Kelpie;;Brown;White;MALAK
Jeb;M;Dog;Y;Blue Heeler;Cross Breed;White;Black;TIWI
Harley;F;Dog;Y;Poodle;Chihuahua;Cream;;LEANYER
Nala;F;Dog;Y;Kelpie;Rottweiler;Black;Tan;COCONUT GROVE
Sunny;M;Dog;Y;Maltese;Shih Tzu;White;;ALAWA
Bubbles;F;Dog;Y;Kelpie;Cross Breed;Black;White;MALAK
Lenny;M;Dog;Y;Dachshund;;Red;;PARAP
Diesel;M;Dog;Y;Labrador Retriever;;Black;;NAKARA
Frankie;M;Dog;Y;Cavoodle;;Tan;;KARAMA
Luna;F;Dog;Y;Bullmastiff;Cross Breed;Brindle;;TIWI
Max;U;Dog;Y;Bullmastiff;Bull Arab;Brindle;;TIWI
Elly;F;Dog;Y;Mixed Breed;;Black;White;JINGILI
Neo;M;Dog;Y;Poodle (Miniature);;Black;;TIWI
Snowie;M;Dog;Y;Shih Tzu;;White;;WULAGI
Sushi;F;Dog;Y;Tibetan Poodle;;Wheaten;;RAPID CREEK
Mia;F;Cat;Y;Tabby;;Tortiseshell;;LUDMILLA
Toto;F;Dog;Y;Maltese;Terrier;Tri Colour;;LYONS
Midnight;M;Cat;Y;Domestic Short Haired;;Black;;MOIL
Tilly;F;Dog;Y;Whippet;Australian Cattle Dog;Brown;White;RAPID CREEK
Chino;F;Dog;Y;Jack Russell Terrier;;Tan;White;NIGHTCLIFF
Kat;F;Cat;Y;Domestic Short Haired;;Tabby;;LUDMILLA
Star;F;Dog;Y;Wolfhound;Heeler;Brindle;;NAKARA
Koda;F;Dog;Y;Bull Arab;Cross Breed;Black;White;FANNIE BAY
JD;M;Dog;Y;Staffordshire Bull Terrier;;Blue;;LEANYER
Bebop;F;Dog;Y;Beagle;;White;Brown;JINGILI
Luna;F;Dog;Y;Labrador;;Blonde;;NIGHTCLIFF
KD;F;Dog;Y;Shih Tzu;;Black;White;MOIL
Chandler;M;Dog;Y;Mixed Breed;;Brindle;;ANULA
Keno;M;Dog;Y;Pomeranian;Tibetan Spaniel;Brown;;BAYVIEW
Ember;F;Dog;Y;Bull Arab;Cross Breed;Tan;;ALAWA
Miss Daisy;F;Dog;Y;Mixed Breed;;Sable;;MALAK
Aston;M;Dog;N;Rottweiler;;Black;Tan;NAKARA
Archie;M;Dog;Y;Jack Russell Terrier;;Tan;White;BERRIMAH
Chanel;F;Dog;Y;Maltese;Shih Tzu;Tri Colour;;MUIRHEAD
Pippa;F;Dog;Y;Heeler;;Red;Roan;MALAK
Poppy;F;Cat;Y;Domestic Short Haired;;TRI;;MALAK
Mango;M;Dog;Y;German Short Haired Pointer;;Brown;;ALAWA
Yazmin;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;ANULA
Bonnie;F;Dog;Y;Cavalier King Charles Spaniel;;Black;Tan;BRINKIN
Mandy;F;Dog;Y;Border Collie;Koolie;Tri Colour;Grey;FANNIE BAY
Lola;F;Dog;N;Maltese;Cross Breed;Tri Colour;;MILLNER
Roxy;F;Dog;Y;Dobermann;;Black;Tan;STUART PARK
Red Dog;F;Dog;Y;Rhodesian Ridgeback;Cross Breed;Tan;;LARRAKEYAH
Benson;M;Dog;Y;Labrador;;Gold;;NIGHTCLIFF
Honey;F;Dog;Y;Mixed Breed;;Tan;Black;LEANYER
Chloe;F;Cat;Y;Domestic Short Haired;;Tortiseshell;Cream;JINGILI
Snoop;M;Dog;Y;Bull Arab;Mixed Breed;White;Tan;RAPID CREEK
Delta/Bella;F;Dog;Y;Labrador;;Chocolate;;FANNIE BAY
Missy;F;Dog;Y;Wolfhound;Cross Breed;Grey;;JINGILI
Yuki;M;Dog;Y;Jack Russell Terrier;Cross Breed;White;Tan;MALAK
Bella;F;Dog;Y;Maltese;Cross Breed;White;Cream;NIGHTCLIFF
Bella-Marie;F;Dog;Y;Cavalier King Charles Spaniel;;Blenheim;;WOOLNER
Blue;F;Dog;Y;Mixed Breed;Blue Heeler;Grey;Black;MARRARA
Zen;M;Dog;Y;Patterdale Terrier;;Black;;MARRARA
Bear;M;Dog;Y;Blue Heeler;Smithfield;Blue;Black;MALAK
Mindy;F;Dog;N;Jack Russell Terrier;;Tri Colour;;KARAMA
Shelby;F;Dog;Y;Kelpie;Cross Breed;Chocolate;White;NIGHTCLIFF
Floyd;M;Dog;Y;Dachshund;;Brown;;THE NARROWS
Miko;M;Dog;Y;Australian Cattle Dog;;Tan;White;WANGURI
Milo;M;Dog;Y;Jack Russell Terrier;;Tan;White;STUART PARK
Buzz;M;Dog;Y;West Highland White Terrier;;White;;WULAGI
Tully;F;Dog;Y;Golden Retriever;;Gold;;WANGURI
Margo;F;Dog;Y;Mixed Breed;;White;Black;KARAMA
Richo;M;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;;MILLNER
Sheila;F;Dog;Y;Bull Arab;Cross Breed;Brindle;;KARAMA
Billy;M;Dog;Y;Beagle;Dachshund;Brown;White;MARRARA
Ellie;F;Dog;Y;Chihuahua;Cross Breed;Black;;ALAWA
Rita;F;Dog;Y;Shih Tzu;Maltese;Tan;White;THE NARROWS
Mason;M;Dog;Y;Papillon;;Tri Colour;;MUIRHEAD
Lizzie;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Tan;;MILLNER
Rosco;F;Dog;Y;Great Dane;Cross Breed;White;Blue;WULAGI
Tayla;F;Dog;Y;Mixed Breed;;Chocolate;Brown;LYONS
Rimmmer;M;Dog;N;Staffordshire Bull Terrier;;Black;White;PARAP
Mia;F;Dog;Y;Chihuahua;;Black;White;WANGURI
Daisy;F;Dog;Y;American Staffordshire Terrier;;Blue;White;JINGILI
Roxy;F;Dog;Y;English Staffordshire Bull Terrier;;Brown;;WANGURI
Maloo;F;Dog;Y;Rhodesian Ridgeback;Cross Breed;Tan;;MOIL
Holly;F;Dog;Y;Border Collie;;White;Black;LUDMILLA
Blossom;F;Dog;Y;Bull Arab;Fox Terrier;White;;MARRARA
Millhouse;M;Cat;Y;Burmese;Cross Breed;Black;;MARRARA
Doza;M;Dog;Y;Mixed Breed;;Tan;;JINGILI
Mollie;F;Dog;Y;Border Collie;Cross Breed;White;Black;LEANYER
Wanda;F;Dog;Y;Pembroke Welsh Corgi;;Tri Colour;;NIGHTCLIFF
Rory;M;Dog;Y;American Staffordshire Terrier;Cross Breed;Brown;;KARAMA
Minki;F;Dog;Y;Maltese;Shih Tzu;Wheaten;Silver;MOIL
Ruby;F;Dog;Y;Red Heeler;Blue Heeler;Red;;KARAMA
Sadie;F;Dog;Y;Irish Wolfhound;Cross Breed;White;Brindle;WAGAMAN
Molly;F;Dog;Y;Cross Breed;;Black;;ANULA
Roxy;F;Dog;Y;Cavalier King Charles Spaniel;;Blenheim;;STUART PARK
Luna;F;Cat;Y;Domestic Short Haired;;Black;;KARAMA
Misa;F;Dog;Y;Mixed Breed;;Tan;White;WULAGI
Roxy;F;Dog;Y;Cavoodle;;Tri Colour;;NAKARA
Evi Bili;F;Cat;Y;Domestic Short Haired;;White;Brown;ANULA
Lucky;M;Dog;N;Fox Terrier (Miniature);;White;Brown;MILLNER
Frankie;F;Dog;Y;Cavoodle;;Black;;LARRAKEYAH
Tiffany;F;Dog;N;Chihuahua;;Fawn;;LEANYER
Zacky;M;Dog;Y;Staffordshire Bull Terrier;;Black;Brindle;ALAWA
Peanut;M;Cat;Y;Domestic Short Haired;;Ginger;;LEANYER
Rambo;M;Dog;Y;Chihuahua;Cross Breed;Unknown;;ALAWA
Apollo;M;Dog;Y;Maltese;;White;Grey;NAKARA
Moxi;F;Cat;Y;Domestic Short Haired;;Tabby;;NAKARA
Evie;F;Cat;Y;Domestic Short Haired;;Grey;Ginger;JINGILI
Sion;M;Dog;Y;Beagle;;Tri Colour;;WINNELLIE
Jeffa;F;Cat;Y;Domestic Short Haired;;Black;White;CASUARINA
Fox;F;Cat;Y;Domestic Short Haired;;Tortiseshell;Tabby;LYONS
Nemo;M;Dog;N;Maltese;;White;;WAGAMAN
Smeg;F;Dog;Y;English Staffordshire Bull Terrier;;Black;Brindle;PARAP
Lucky;M;Dog;Y;Shih Tzu;;Grey;White;WAGAMAN
Elle;F;Dog;Y;Staffordshire Bull Terrier;;Brindle;;LEANYER
Koda;M;Dog;N;Labrador;Retriever;White;Sandy;LEANYER
Patches;F;Dog;Y;Jack Russell Terrier;;Tan;White;LEANYER
Abby;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Tan;White;LEANYER
Rudy;M;Dog;Y;Mixed Breed;;Brown;;NAKARA
Pepper;M;Dog;Y;Maltese;Terrier;Black;;WAGAMAN
Bella;F;Dog;Y;Heeler;Cross Breed;Black;;NAKARA
Lilly;F;Dog;Y;Jack Russell Terrier;;White;Brown;FANNIE BAY
Ollie;M;Dog;Y;Maltese;Cross Breed;Brown;White;BAYVIEW
Matilda;F;Cat;Y;Burmese;;White;;LARRAKEYAH
Michael;M;Cat;Y;Domestic Short Haired;;Tabby;;WAGAMAN
Daisy;F;Dog;Y;Cocker Spaniel;Cross Breed;Black;White;LYONS
Kobi;M;Dog;Y;Maltese;Cross Breed;Cream;Brown;STUART PARK
Stumpy;M;Dog;Y;Australian Cattle Dog;;Red;White;MILLNER
Latte;M;Dog;Y;Maltese;Shih Tzu;White;;PARAP
Buster;M;Dog;Y;Bull Arab;Cross Breed;Brindle;;ANULA
Zoe;F;Dog;Y;Bull Arab;;Brown;;ANULA
Lolita;F;Dog;Y;Irish Wolfhound;Cross Breed;Brown;;NAKARA
Tilly;F;Dog;Y;Beagle;Harrier;Tan;White;KARAMA
Reggie;M;Dog;Y;Bull Arab;;White;Black;LEANYER
Finn;M;Dog;Y;Border Collie;;Black;White;LUDMILLA
Indi;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;;WAGAMAN
Emerald;F;Dog;Y;Mixed Breed;;Brown;;KARAMA
Harley;F;Dog;N;Staffordshire Bull Terrier;;Blue;Black;MOIL
Amber;F;Dog;Y;Greyhound;;Fawn;;ALAWA
Ginny;F;Dog;Y;Mixed Breed;;Tan;;LUDMILLA
Biscuit;F;Dog;Y;Mixed Breed;;Tan;;JINGILI
Mordey;M;Dog;Y;Mixed Breed;;White;Tan;JINGILI
Haki;M;Dog;Y;Jack Russell Terrier;Cross Breed;Tri Colour;;WAGAMAN
Harvey;M;Dog;Y;Border Collie;;Black;White;ANULA
Theo;M;Dog;Y;Tenterfield Terrier;;White;Tan;ALAWA
Dotti;F;Dog;Y;Terrier;;Black;White;LUDMILLA
Arrow;M;Dog;Y;Heeler;Cross Breed;White;Red;ANULA
Besty;U;Dog;Y;Bull Arab;Cross Breed;White;Brown;WULAGI
Blue;M;Dog;Y;Cavoodle;;Red;;COCONUT GROVE
Duchess;F;Dog;Y;Bullmastiff;Pit Bull Terrier;Tan;;WULAGI
Ink;M;Dog;Y;Kelpie;Cross Breed;Black;White;RAPID CREEK
Lyla;F;Dog;Y;German Shepherd Dog;Labrador;Black;;MUIRHEAD
Zinc;M;Dog;Y;Kelpie;;Black;Tan;NIGHTCLIFF
Honey;F;Dog;Y;Maltese;Shih Tzu;Tan;White;ALAWA
Bindi;F;Cat;Y;Domestic Short Haired;;Blue;;ALAWA
Blue;M;Dog;Y;Border Collie;;Black;White;MOIL
Rose;F;Dog;Y;Bull Arab;Bullmastiff;Black;White;TIWI
Mackey;M;Dog;Y;Siberian Husky;;Red;White;LEANYER
Wilbur;M;Dog;Y;French Bulldog;;Red;Fawn;BAYVIEW
Riley;M;Dog;Y;Cavalier King Charles Spaniel;Shih Tzu;Black;White;LYONS
Muffin;F;Dog;Y;Shih Tzu;Terrier;White;Brown;NAKARA
Snoopy;M;Dog;Y;Border Collie;;Black;White;JINGILI
Jimbo;M;Dog;Y;Blue Heeler;Cross Breed;Black;Grey;BERRIMAH
Sookie;F;Dog;Y;Toy Poodle;Poodle (Miniature);White;;LEANYER
Moey;M;Dog;N;German Short Haired Pointer;;Brown;White;LARRAKEYAH
Cookie;F;Dog;Y;Bull Arab;Cross Breed;Chocolate;;KARAMA
Chevy;M;Dog;N;Australian Cattle Dog;;Black;Blue;RAPID CREEK
Maddie;F;Dog;Y;Scottish Terrier;;Brindle;;WOOLNER
Charlie;M;Dog;Y;Border Collie;;Black;White;JINGILI
Shelby;F;Dog;N;Pit Bull Terrier;;Red;;LEANYER
Maru;M;Dog;Y;Maltese;Shih Tzu;White;Brown;COCONUT GROVE
Harry Potter;M;Cat;Y;Domestic Short Haired;;Black;White;MUIRHEAD
Nala;F;Dog;Y;Mixed Breed;;Tan;;RAPID CREEK
Wendy;F;Cat;Y;Domestic Short Haired;;Black;;LUDMILLA
Mitsos;M;Dog;Y;Bull Arab;Kelpie;Brindle;;NAKARA
Tug;M;Dog;Y;Mixed Breed;;Tan;;KARAMA
Lily;F;Dog;Y;Jack Russell Terrier;Chihuahua;Brown;White;TIWI
Charlie;F;Dog;Y;Wolfhound;Cross Breed;White;;LUDMILLA
Wilson;M;Dog;Y;Bullmastiff;;Brindle;;TIWI
Peggy;F;Dog;Y;Bullmastiff;;Fawn;;TIWI
Stella;F;Dog;Y;Labrador;;Black;;LEANYER
Freyah;F;Cat;Y;Domestic Long Haired;;Tortiseshell;;RAAF BASE
Lexi;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;RAAF BASE
Bella;F;Dog;Y;Mixed Breed;;Black;White;STUART PARK
Speedy;M;Dog;Y;Maltese;Shih Tzu;White;;MALAK
Beau;M;Dog;Y;Cross Breed;;Black;;TIWI
Hulk;M;Dog;N;Rottweiler;;Black;Tan;MOIL
Molly;F;Dog;Y;Blue Heeler;;Blue;;LUDMILLA
Tilly;M;Dog;Y;Retriever;Poodle;Red;Gold;NAKARA
Ludo;M;Dog;Y;Shar Pei;Cross Breed;Tan;;JINGILI
Tinker Belle;F;Dog;Y;Mixed Breed;;Black;White;LUDMILLA
Hannah;F;Dog;Y;Rhodesian Ridgeback;;Red;Wheaten;NAKARA
Bon-Bon;M;Dog;Y;Shih Tzu;Poodle;Brown;Black;LARRAKEYAH
Poose;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;LEANYER
Enzo;M;Dog;Y;Border Collie;;Black;White;PARAP
Wally;M;Dog;Y;Cavoodle;;Red;;FANNIE BAY
Ollie;F;Dog;Y;Kelpie;Heeler;Black;White;ALAWA
Pepper;F;Dog;Y;Dobermann;;Black;Tan;MARRARA
Bruiser;M;Dog;Y;Beagle;Dachshund;Unknown;;LEANYER
Bailey;F;Cat;Y;Tabby;;Black;Grey;WULAGI
Whisky;F;Dog;Y;Mixed Breed;;Black;White;RAPID CREEK
Beckham;M;Dog;Y;Beagle;Cross Breed;White;Tan;NIGHTCLIFF
Albert;M;Cat;Y;Domestic Short Haired;;Black;;PARAP
Chivas;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Tan;;TIWI
Kenzo;M;Cat;Y;Domestic Short Haired;;Black;;MOIL
Sully;M;Dog;Y;Mixed Breed;;Tan;;FANNIE BAY
Buddy;M;Dog;Y;Bull Arab;;Tan;White;LEANYER
Bella;F;Dog;Y;Staffordshire Bull Terrier;;Black;White;LEANYER
Betsy;F;Dog;Y;Jack Russell Terrier;;Black;White;STUART PARK
Benson;M;Dog;N;Golden Retriever;;Gold;;LYONS
Gromit;F;Dog;Y;Border Collie;Cross Breed;Black;White;BRINKIN
Tilly;F;Dog;Y;Kelpie;;Tan;White;ALAWA
Remi;F;Dog;Y;Greyhound;;Black;;JINGILI
Milly;F;Dog;Y;Collie;Kelpie;Black;White;WAGAMAN
Jelly Bean;M;Dog;Y;Kelpie;Cross Breed;Black;Tan;MOIL
Luna;M;Dog;Y;Jack Russell Terrier;;Tri Colour;;NAKARA
Nancy;F;Dog;Y;Kelpie;Cross Breed;Tri Colour;;LYONS
Holly;F;Dog;Y;English Staffordshire Bull Terrier;;White;Grey;JINGILI
Charlie;F;Dog;Y;Australian Cattle Dog;;Blue;;MUIRHEAD
Bell;F;Dog;Y;Blue Heeler;;Blue;;DARWIN
Max;M;Dog;Y;Kelpie;;Tri Colour;;WANGURI
Fry;M;Dog;Y;Terrier;Cross Breed;White;Black;NIGHTCLIFF
Chelsea;F;Cat;Y;Domestic Short Haired;;Grey;Tabby;JINGILI
Marley;F;Dog;N;Shar Pei;Bullmastiff;Tan;;WULAGI
Sparkles;M;Cat;Y;Domestic Short Haired;;Tabby;White;KARAMA
Max;M;Dog;Y;Jack Russell Terrier;;White;Tan;NIGHTCLIFF
Benny;M;Dog;Y;Australian Terrier;;Red;Brown;FANNIE BAY
Chiquito;M;Dog;Y;Chihuahua;;Tri Colour;;MUIRHEAD
Narkies;F;Dog;Y;Fox Terrier;;Tan;;WANGURI
Ashanti;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;White;Tan;NAKARA
Holly;F;Dog;Y;Mixed Breed;;Tri Colour;;BRINKIN
Willow;F;Dog;Y;Australian Cattle Dog;Cross Breed;Red;;PARAP
Brann;M;Dog;Y;Deerhound;Cross Breed;Black;;PARAP
Baxter;M;Dog;N;Great Dane;Bull Arab;White;;LEANYER
Bobby;F;Dog;Y;Australian Cattle Dog;;Red;;KARAMA
Hagrid;M;Dog;Y;Spoodle;;Brown;;MUIRHEAD
Blake;F;Cat;Y;Domestic Short Haired;;Chocolate;;FANNIE BAY
Oreo;M;Dog;Y;Siberian Husky;;Black;White;MUIRHEAD
Reginald James (RJ);M;Dog;N;Border Collie;Kelpie;White;Black;RAPID CREEK
Winnie;F;Dog;Y;Labrador;;Chocolate;;LEANYER
Rooster;M;Dog;Y;Blue Heeler;Cross Breed;White;Blue;WULAGI
Bully;M;Dog;Y;Staffordshire Bull Terrier;Pit Bull Terrier;Tan;;MOIL
Max;M;Dog;N;Rhodesian Ridgeback;Mixed Breed;Tan;Black;ANULA
Eddie;M;Dog;Y;Maltese;Fox Terrier;Black;White;LYONS
Max;M;Dog;N;American Staffordshire Terrier;;Black;White;MILLNER
Lulu;F;Dog;Y;Poodle;;White;;NAKARA
Tilly;F;Dog;Y;Border Collie;;Brown;White;WAGAMAN
Jack;M;Dog;Y;Fox Terrier;;Black;White;KARAMA
Coco;F;Dog;Y;Pointer;Cross Breed;White;Brown;ALAWA
Froggie;F;Cat;Y;Domestic Short Haired;;White;Tabby;NAKARA
Koukla;F;Dog;Y;Pomeranian;;White;Cream;RAPID CREEK
Vincent;M;Dog;N;Dogue De Bordeaux;;Tan;;JINGILI
Luna;F;Dog;Y;Bull Arab;Cross Breed;Black;White;MILLNER
Yookie;M;Dog;N;Maltese;;White;;MUIRHEAD
Hugo;M;Dog;Y;Border Collie;Blue Heeler;White;Blue;FANNIE BAY
Molly;F;Dog;Y;Staffordshire Bull Terrier;;Brown;;LUDMILLA
Bella;F;Dog;Y;Australian Cattle Dog;Blue Heeler;Blue;;WULAGI
Fergus;M;Dog;Y;West Highland White Terrier;;White;;FANNIE BAY
Jimbali;M;Cat;Y;Domestic Short Haired;;Tabby;White;MALAK
Dash;M;Dog;Y;Wolfhound;;Black;White;NAKARA
Boston;M;Dog;Y;Cross Breed;;Black;White;NIGHTCLIFF
Freya;F;Cat;Y;Domestic Short Haired;;Tabby;;TIWI
Monty;M;Dog;Y;Samoyed;;White;;WULAGI
Millie;F;Dog;Y;Samoyed;;White;;WULAGI
Coco;F;Dog;Y;American Staffordshire Terrier;;White;Brown;KARAMA
Isla;F;Dog;Y;Cocker Spaniel;;Gold;;WULAGI
Freddie;M;Dog;Y;German Short Haired Pointer;;Black;White;RAPID CREEK
CIA;F;Dog;Y;Labrador;;Black;;LEANYER
Arlo;M;Dog;Y;Border Collie;;Tan;;LUDMILLA
Ouzo;M;Dog;N;British Bulldog;;White;;WULAGI
Ted;M;Dog;N;Bull Arab;Cross Breed;Brindle;;NIGHTCLIFF
Miss T;F;Dog;Y;Labrador;Cross Breed;Black;;LUDMILLA
Ali Lee;M;Dog;N;Akita;;Brindle;;MUIRHEAD
Holly;F;Dog;Y;English Springer Spaniel;;Liver;White;NIGHTCLIFF
Domino;F;Dog;Y;German Short Haired Pointer;;Black;White;MUIRHEAD
Sockie;F;Dog;Y;Bull Arab;Rhodesian Ridgeback;Tan;White;LYONS
Tobi;F;Cat;Y;Domestic Short Haired;;Black;Brown;JINGILI
Lilah;F;Dog;Y;Maltese;Mixed Breed;White;;LEANYER
Marley;F;Dog;Y;Mixed Breed;;Fawn;;WULAGI
Hudson;M;Dog;Y;Cocker Spaniel;Poodle;Cream;;WULAGI
Opal;F;Dog;Y;Groodle;;Gold;;NIGHTCLIFF
Dog;F;Dog;Y;Great Dane;;Black;;MALAK
Spencer;M;Dog;Y;Cavalier King Charles Spaniel;;Tan;White;TIWI
Lhotse;M;Dog;Y;Wolfhound;Cross Breed;Blonde;;NAKARA
Kylie;F;Dog;Y;Greyhound;;Black;;LYONS
Maisie;F;Dog;Y;Kelpie;Labrador;Black;;STUART PARK
Johnsy;M;Dog;N;Boxer;;Tan;;STUART PARK
Mooky;F;Dog;Y;Bull Arab;;White;Brown;NAKARA
Jax;M;Dog;Y;Jack Russell Terrier;;Tan;Brown;WANGURI
Stormi;F;Dog;Y;Maltese;Shih Tzu;Brown;White;WANGURI
Snowy;M;Dog;N;Maremma;Blue Heeler;White;Blue;WAGAMAN
Jordy;M;Dog;Y;Border Collie;;Brown;White;MOIL
Bird;F;Dog;Y;Mixed Breed;;Brown;Black;KARAMA
Mr Banjo;M;Dog;Y;Kelpie;;Black;Tan;MOIL
Bella;F;Dog;Y;Fox Terrier;Cross Breed;Black;;KARAMA
Wheece;M;Dog;Y;Australian Cattle Dog;Cross Breed;Red;;WAGAMAN
Gem;F;Dog;Y;Border Collie;;Black;White;MARRARA
Sloan;F;Dog;N;Labrador;;Black;;NIGHTCLIFF
Remi;F;Dog;Y;Kelpie;Bull Arab;Brown;White;ALAWA
Rocky;M;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Brindle;;LEANYER
Bangers;M;Dog;Y;Dachshund (Miniature);;Chocolate;;WULAGI
Poppie-Rose;F;Dog;Y;Papillon;;Tan;White;MALAK
Sunnie-Jo;F;Dog;Y;Papillon;;Tan;White;MALAK
Frank;M;Dog;Y;Kelpie;;Red;;TIWI
Tigress;F;Dog;Y;Blue Heeler;Bull Arab;Red;Ginger;KARAMA
Ruby;F;Dog;Y;Jack Russell Terrier;Cross Breed;Brown;;KARAMA
Missy;F;Cat;Y;Mixed Breed;;Tortiseshell;;NIGHTCLIFF
Charlie;F;Dog;Y;Kelpie;;Brown;;MARRARA
Bella;F;Dog;Y;Siberian Husky;;Black;White;NAKARA
Ruby;F;Dog;Y;Spoodle;;Red;;BAYVIEW
Dozer;M;Dog;Y;Mixed Breed;;Tan;;ALAWA
Asterix;M;Dog;Y;Brittany Spaniel;;Red;White;THE GARDENS
Prince;M;Dog;Y;Pomeranian;;Champagne;White;PARAP
Messi;F;Dog;Y;American Staffordshire Terrier;Kelpie;Black;Brown;COCONUT GROVE
Yoshi;F;Cat;Y;Russian Blue;;Grey;;NIGHTCLIFF
Skeeta;F;Dog;Y;Maltese;;White;;LEANYER
Kevin;M;Dog;Y;Groodle;;Gold;Fawn;STUART PARK
Bailey;F;Dog;Y;Poodle;Maltese;White;;LEANYER
Simba;M;Dog;Y;Maltese;Shih Tzu;White;;LEANYER
Bema;M;Dog;Y;Maltese;Shih Tzu;Sandy;;WANGURI
Ted / Teddy;M;Dog;Y;Terrier;;Black;Tan;RAPID CREEK
Reggie;M;Dog;Y;Mixed Breed;;Black;Tan;COCONUT GROVE
