animal_name;animal_sex;animal_type;animal_neut;main_breed;second_breed;main_color;second_color;suburb_name
Yeti;F;Dog;Y;Wolfhound;Bull Arab;Brown;;KARAMA
Thor;M;Dog;Y;Mixed Breed;;Brown;Tan;RAPID CREEK
Jake;M;Dog;Y;Fox Terrier;Cross Breed;White;Black;PARAP
Majesty;F;Dog;N;Mixed Breed;;Tan;;KARAMA
Maggie;F;Dog;Y;Border Collie;Blue Heeler;Black;White;LEANYER
Momo;F;Cat;Y;British Short Hair;;Blue;;MALAK
Vulcan*;M;Cat;Y;Domestic Short Haired;;Tabby;;RAPID CREEK
Echo;M;Cat;Y;Domestic Short Haired;;White;;MUIRHEAD
Gazza;M;Dog;Y;Border Collie;Kelpie;Tri Colour;;JINGILI
Marley;F;Dog;Y;Chihuahua;;White;;LEANYER
Polly;F;Dog;N;Labrador;;Black;;JINGILI
Poppy;F;Dog;Y;Bull Arab;Labrador;Black;;JINGILI
Coco;M;Dog;Y;Australian Cattle Dog;Mixed Breed;White;Brown;RAPID CREEK
Billy;M;Dog;Y;Border Collie;;Black;White;LARRAKEYAH
Dusty;F;Dog;Y;Kelpie;;Black;;RAPID CREEK
Yarii;F;Dog;Y;Greyhound;;Black;;JINGILI
Casper;M;Dog;Y;Swiss Shepherd;;White;;WAGAMAN
Max;M;Dog;N;Maltese;Shih Tzu;Cream;Gold;KARAMA
Scotty;M;Dog;Y;Australian Silky Terrier;;Brown;Black;JINGILI
Archer;M;Dog;N;Boxer;;Tan;;ANULA
Zero;M;Dog;Y;Mixed Breed;;Tan;;JINGILI
Vinnie;M;Dog;Y;Poodle (Miniature);;Brown;;NIGHTCLIFF
Rhino;M;Dog;Y;Mixed Breed;;Black;;MOIL
Marlin;M;Dog;Y;Bullmastiff;;Tan;;COCONUT GROVE
Archie;M;Dog;Y;Labrador;;Gold;;ALAWA
Ricciardo;M;Dog;Y;Golden Retriever;;Gold;;NAKARA
Nippah;M;Dog;N;Staffordshire Bull Terrier;Blue Heeler;Black;White;WANGURI
Dudley;M;Dog;Y;Rhodesian Ridgeback;;Tan;;WANGURI
Perro;M;Dog;Y;American Staffordshire Terrier;Cross Breed;Black;White;KARAMA
Jasper;M;Dog;Y;Blue Heeler;;White;Blue;MOIL
Rex;M;Cat;Y;Domestic Short Haired;Mixed Breed;Black;White;WULAGI
Alpha;M;Cat;Y;Domestic Short Haired;;Tabby;;NAKARA
Bailey;F;Dog;Y;Mixed Breed;;White;Tan;KARAMA
Rosie;F;Dog;Y;Chihuahua;;Black;Tan;ANULA
Toco;F;Dog;Y;Mixed Breed;;Black;;MOIL
Buddy;M;Dog;Y;Bull Arab;Bullmastiff;Tan;White;MALAK
Ace;M;Dog;Y;Bull Arab;Cross Breed;White;Black;JINGILI
Molly;F;Dog;Y;Maltese;Shih Tzu;White;Tan;PARAP
Soccer Girl;F;Dog;Y;Mixed Breed;;Black;White;LUDMILLA
Lexie;F;Dog;Y;Australian Cattle Dog;Cross Breed;Roan;;ALAWA
Peachy;F;Dog;N;French Bulldog;;Black;;RAPID CREEK
George;M;Dog;N;Boxer;;Tan;;KARAMA
Samantha;F;Dog;Y;English Pointer;;Black;White;NIGHTCLIFF
Choco;M;Dog;Y;Fox Terrier;;White;Brown;LEANYER
Tila;F;Dog;Y;Kelpie;;Black;Tan;ALAWA
Baxtor (Mr B);M;Dog;Y;Shih Tzu;Maltese;White;Grey;RAPID CREEK
Errol;M;Dog;Y;French Bulldog;;Brindle;White;LEANYER
Baron;M;Cat;Y;Domestic Short Haired;;Grey;;NAKARA
Passion;F;Dog;Y;Bullmastiff;;Brown;;MUIRHEAD
Hermione;F;Dog;Y;Mixed Breed;;Blue;;MALAK
Kimchi;F;Dog;Y;Maltese;Shih Tzu;Black;White;KARAMA
Splash;F;Dog;Y;Mixed Breed;;Brindle;;TIWI
Apollo;M;Dog;Y;Staffordshire Bull Terrier;;Black;;MUIRHEAD
Diesel;M;Dog;N;African Boerboel;;Tan;Black;KARAMA
Denny;F;Dog;Y;Staffordshire Bull Terrier;;Tan;White;LYONS
Red;M;Dog;Y;American Staffordshire Terrier;;Tan;;RAPID CREEK
Luna;F;Dog;Y;Boxer;;Tan;;MALAK
Delilan;F;Dog;Y;Jack Russell Terrier;Cross Breed;Black;White;WULAGI
Baloo;M;Cat;Y;Domestic Short Haired;;Tabby;;ANULA
Luha;M;Dog;Y;Heeler;;White;Brown;MALAK
Tazz;M;Dog;Y;Cross Breed;;Tan;;MUIRHEAD
Aussie;M;Dog;Y;Border Collie;;Blonde;Apricot;NIGHTCLIFF
Rosie;F;Dog;Y;Heeler;Cross Breed;Roan;;WULAGI
Ariel;M;Cat;Y;Domestic Short Haired;;Tabby;;WULAGI
Everest;F;Cat;Y;Domestic Short Haired;;White;Tabby;ALAWA
Auroa;F;Dog;Y;Blue Heeler;;Blue;;MUIRHEAD
Aza;M;Dog;Y;African Boerboel;;Black;White;MOIL
Edmund;M;Dog;Y;Cocker Spaniel;Poodle;Grey;Red;LEANYER
Frankie;F;Dog;Y;Cross Breed;;Tan;;JINGILI
Ace;M;Dog;Y;Akita;;Brindle;;MUIRHEAD
Koko;F;Dog;N;Chihuahua;;Chocolate;;LYONS
La La;F;Dog;Y;Cross Breed;;Brown;Chocolate;LEANYER
Leo;M;Dog;Y;Shar Pei;Bullmastiff;Tan;;WULAGI
Umka;F;Dog;N;Pembroke Welsh Corgi;;Red;White;LARRAKEYAH
Leia;F;Dog;Y;Brittany Spaniel;;Liver;White;NAKARA
Oliver;M;Dog;Y;Brittany Spaniel;;Orange;White;NAKARA
Lilo;F;Dog;Y;Staffordshire Bull Terrier;;White;;WULAGI
Waffle;M;Dog;Y;Golden Retriever;;Gold;;WULAGI
Lara;F;Dog;Y;Mixed Breed;;Black;White;WULAGI
Marshmellow;M;Dog;Y;Mixed Breed;;White;Black;NAKARA
Sadhbh;F;Dog;Y;Pointer;Cross Breed;White;Tan;WULAGI
Lenny;M;Dog;N;Australian Cattle Dog;;Red;;COCONUT GROVE
Lexi;F;Dog;Y;Bull Arab;;White;;PARAP
Pumbaa;M;Dog;Y;Blue Heeler;Shar Pei;Black;;LYONS
Kora;F;Dog;Y;German Shepherd Dog;;Black;;NIGHTCLIFF
Harlow;F;Dog;Y;Mixed Breed;;Brindle;;MILLNER
Waffles;M;Dog;Y;Pomeranian;;Cream;;BAYVIEW
Queenie;F;Dog;Y;Mixed Breed;;Black;White;LEANYER
Banksy;M;Dog;Y;Blue Heeler;Cross Breed;Black;White;MUIRHEAD
Jazzy;F;Dog;Y;Shar Pei;;Brown;;JINGILI
Greta;F;Dog;Y;Shar Pei;Cross Breed;Caramel;White;WULAGI
Wookee;M;Dog;Y;Soft Coated Wheaten Terrier;;Wheaten;White;LUDMILLA
Ted;M;Dog;Y;Red Heeler;Cross Breed;Red Roan;;MUIRHEAD
Lunar;F;Dog;Y;Mixed Breed;;Black;Tan;WANGURI
Cookie;F;Dog;N;Chihuahua;Cross Breed;Cream;White;MALAK
Cooper;M;Dog;Y;Labrador;Border Collie;Tan;White;ANULA
Molly;F;Dog;Y;Australian Cattle Dog;Wolfhound;White;;LYONS
Floki;M;Cat;Y;Domestic Short Haired;;Tabby;;NAKARA
Oscar;M;Cat;Y;Domestic Short Haired;;Tabby;;WAGAMAN
Sumi;F;Dog;Y;British Bulldog;;Black;White;LARRAKEYAH
Sweetie;F;Dog;Y;Maltese;Poodle;White;;MUIRHEAD
Shadow Rich;F;Dog;Y;Border Collie;German Shepherd Dog;Black;Tan;LEANYER
Maple;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;MALAK
Mowgli;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;MUIRHEAD
Meg;F;Cat;Y;Domestic Short Haired;;Tabby;White;KARAMA
Topper;F;Dog;Y;Dachshund;;Brindle;;COCONUT GROVE
Fysh;F;Dog;Y;Retriever;Cross Breed;Black;;NIGHTCLIFF
Motty;M;Dog;N;Jack Russell Terrier;Chihuahua;White;;ANULA
Banjo;M;Dog;Y;Kelpie;;Black;White;LYONS
Jasmin;F;Dog;N;Fox Terrier;;White;Apricot;ALAWA
Lucy;F;Dog;Y;Beagle;;White;Tan;LEANYER
Toby;M;Dog;Y;German Shepherd Dog;Cross Breed;Black;;LEANYER
Buddy;M;Dog;Y;Cocker Spaniel;;Gold;;LEANYER
Rose;F;Cat;Y;British Blue;Domestic Short Haired;Grey;Blue;LEANYER
Jacko;M;Dog;Y;Mixed Breed;;Black;;PARAP
Alvin;M;Dog;Y;Shar Pei;Cross Breed;Tan;Black;WOOLNER
Roxy;F;Dog;Y;Red Heeler;Cross Breed;White;Red;ANULA
Diesel;M;Dog;Y;Maltese;Cross Breed;White;Sable;FANNIE BAY
Abby;F;Dog;Y;Mixed Breed;;Black;Tan;RAPID CREEK
Kaizer Khia;F;Dog;Y;Boerboel;;Brindle;;MALAK
Luna;F;Dog;Y;Mixed Breed;;Tan;;TIWI
Sparkles;F;Cat;Y;Domestic Short Haired;;Ginger;;STUART PARK
Milo;M;Cat;Y;Domestic Short Haired;;Grey;;ANULA
Whisky;M;Dog;Y;Dachshund (Miniature);;Chocolate;Tan;PARAP
Hendrix;M;Dog;Y;Husky;Heeler;Black;;JINGILI
Billy;M;Dog;Y;Greyhound;;Black;;DARWIN
Daisy;F;Dog;Y;Cavalier King Charles Spaniel;;Blenheim;;STUART PARK
Argus;M;Dog;Y;American Staffordshire Terrier;;Blue;;KARAMA
Millie;F;Dog;Y;Cross Breed;;White;;NAKARA
Sonny;M;Dog;Y;Cavoodle;;Red;;CASUARINA
Aylah;F;Dog;Y;Mixed Breed;;Brindle;;ALAWA
Luna;F;Dog;Y;Mixed Breed;;White;Cream;MALAK
Rico;M;Dog;Y;Bullmastiff;;Brindle;Brown;MOIL
Winston;M;Dog;Y;Jack Russell Terrier;;White;Brown;NIGHTCLIFF
Kalliopi;F;Cat;Y;Domestic Short Haired;;Black;;LYONS
Macy;F;Dog;Y;English Springer Spaniel;;Black;White;RAPID CREEK
Maximus;M;Dog;N;Pit Bull Terrier;Cross Breed;White;Tan;LEANYER
Nate Dogg;M;Dog;Y;Labrador;Beagle;Black;White;KARAMA
Bodhi;U;Cat;Y;Domestic Medium Hair;;White;Tabby;TIWI
Gypsy;F;Dog;Y;Pointer;Cross Breed;White;Brindle;ANULA
Tampu;M;Dog;N;Shar Pei;;Brown;;KARAMA
Missy;F;Dog;Y;Rottweiler;Cross Breed;Tan;;STUART PARK
Meeka;F;Dog;Y;Rottweiler;Cross Breed;Tan;Black;STUART PARK
Leela;F;Dog;Y;Chihuahua;;White;Brown;WANGURI
Sommer;F;Dog;Y;Mixed Breed;;Fawn;;TIWI
Zim;M;Dog;N;Rhodesian Ridgeback;;Brown;;MARRARA
Mamacita;F;Dog;Y;Mixed Breed;;Brown;;MARRARA
Xena;F;Dog;Y;Bull Arab;Cross Breed;Black;Brown;MALAK
Tulsi;M;Dog;Y;Golden Retriever;;Cream;;BRINKIN
Coco;F;Dog;Y;Cavoodle;;Tan;;MUIRHEAD
Lana;F;Dog;Y;Maltese;Shih Tzu;White;Grey;TIWI
Jett Bolt;M;Dog;Y;Maltese;Pug;Black;;TIWI
Harry;M;Cat;Y;Domestic Short Haired;;Tabby;;FANNIE BAY
Dana;F;Dog;Y;English Staffordshire Bull Terrier;Labrador;Brindle;;NIGHTCLIFF
Gretel;F;Dog;Y;Labrador;;Black;;JINGILI
Honey;F;Dog;Y;Rottweiler;Shar Pei;Black;Tan;ANULA
Maverick;F;Dog;Y;Cross Breed;;Brindle;White;WANGURI
Spud Brown;M;Dog;Y;American Staffordshire Terrier;;Tan;;FANNIE BAY
Meteor;M;Cat;Y;Domestic Short Haired;;Brown;Tabby;MOIL
Star;F;Cat;Y;Domestic Short Haired;;Tabby;White;MOIL
Hades;M;Dog;N;English Staffordshire Bull Terrier;;Brindle;;WAGAMAN
Daisy;F;Dog;Y;Jack Russell Terrier;;White;Tan;WANGURI
Jasper;M;Dog;Y;Kelpie;;Black;Tan;ANULA
Cricket;F;Cat;Y;Domestic Short Haired;;Tabby;;MARRARA
Chocky;M;Dog;Y;Border Collie;;Chocolate;White;LEANYER
Kuta;F;Dog;Y;Great Dane;Cross Breed;Black;White;NIGHTCLIFF
Ludo;M;Dog;Y;Wolfhound;;Brown;Brindle;COCONUT GROVE
Hokey;M;Dog;Y;Blue Heeler;;Black;White;NIGHTCLIFF
Lily;F;Dog;N;Poodle (Toy);;Black;;JINGILI
Dixie;F;Dog;Y;Boxer;Staffordshire Bull Terrier;Brindle;;WULAGI
Bella;F;Dog;Y;Stumpy Tail Cattle Dog;;Red;;TIWI
Willow;F;Dog;Y;Mixed Breed;;Tan;White;BAYVIEW
Tippy;M;Dog;Y;Border Collie;Kelpie;Black;White;LUDMILLA
Jackie;M;Dog;N;English Staffordshire Bull Terrier;;Black;Brindle;ANULA
Tank;M;Dog;Y;Rottweiler;;Black;Tan;LYONS
Ruby;F;Dog;Y;Maltese;Shih Tzu;White;Tan;KARAMA
Po;M;Dog;Y;Bull Arab;;White;;ALAWA
Hildi;F;Dog;Y;German Shepherd Dog;Pinscher;Black;Tan;NIGHTCLIFF
Flower;F;Dog;Y;Whippet;Bull Arab;Brindle;;KARAMA
Daisy Smith;F;Dog;Y;American Staffordshire Terrier;;White;;KARAMA
Annee;F;Dog;Y;Bull Terrier;Cross Breed;Tan;White;WULAGI
Bruno;M;Dog;Y;Labrador Retriever;;Black;;LEANYER
Faolan;M;Dog;Y;Bullmastiff;Cross Breed;White;Tan;LEANYER
Sadie;F;Dog;Y;Kelpie;Cross Breed;White;Tan;KARAMA
Finsbury;M;Dog;Y;Australian Terrier;;Blue;Tan;MUIRHEAD
Agapi;F;Dog;Y;Spoodle;;Red;;LYONS
Angus;M;Dog;Y;Staffordshire Bull Terrier;;Blue;Fawn;KARAMA
Lenny;M;Dog;Y;Labradoodle;;Caramel;;BAYVIEW
Buddy;M;Dog;Y;Jack Russell Terrier;;White;Brown;MARRARA
Louie;M;Dog;Y;Bull Arab;;White;Liver;LUDMILLA
Missy;F;Dog;Y;Mixed Breed;;Brindle;;LUDMILLA
Astro;M;Dog;Y;Rottweiler;;Black;Tan;THE NARROWS
Zac;M;Dog;Y;American Staffordshire Terrier;;Silver;;LUDMILLA
Cleo;F;Dog;Y;Blue Heeler;;Blue;;ALAWA
Mia;F;Dog;Y;Kelpie;Jack Russell Terrier;Black;Tan;MUIRHEAD
Goldie;F;Dog;Y;Cocker Spaniel;;Gold;;PARAP
Elli;F;Dog;N;Mixed Breed;;Brown;White;WAGAMAN
Shadow;M;Dog;N;Rottweiler;;Black;Tan;FANNIE BAY
Lucky;M;Dog;Y;Australian Cattle Dog;;Red;Brown;LYONS
Laika;F;Dog;Y;Mixed Breed;;Tan;;RAPID CREEK
Fergus;M;Dog;Y;Mixed Breed;;Brown;Roan;MARRARA
Swag;M;Cat;Y;Domestic Short Haired;;Tabby;;WANGURI
Darkie;M;Cat;Y;Domestic Short Haired;;Black;;NAKARA
Harper;F;Dog;Y;Mixed Breed;;Tan;;KARAMA
Gus Oliver;M;Dog;Y;Bull Arab;Cross Breed;White;Tan;LUDMILLA
Oscar;M;Cat;Y;Domestic Short Haired;;Black;;LARRAKEYAH
Missy;F;Dog;N;Maltese;;Black;White;KARAMA
Jaimo;M;Dog;N;Mixed Breed;;White;Black;LEANYER
Vesta;F;Dog;Y;Bullmastiff;Bull Arab;Black;Brindle;RAPID CREEK
Bluey;M;Dog;Y;Cavoodle;;Red;;JINGILI
Mini;F;Dog;Y;Fox Terrier (Miniature);;White;Tan;STUART PARK
Tank;M;Dog;Y;Jack Russell Terrier;Fox Terrier;White;Caramel;STUART PARK
Ziggy;M;Dog;Y;Cavalier King Charles Spaniel;;Black;Brown;FANNIE BAY
Indigo;F;Cat;Y;Domestic Short Haired;;Tabby;;NAKARA
Henry;M;Dog;Y;Mixed Breed;;Tan;;JINGILI
Brittany;F;Dog;Y;Bullmastiff;Bull Arab;Brindle;;LEANYER
Bruce;M;Dog;Y;Bullmastiff;Cross Breed;Tan;;MARRARA
Lulu;F;Dog;Y;German Short Haired Pointer;;Brown;Liver;LUDMILLA
Bax;M;Dog;Y;Blue Heeler;;Tri Colour;;WAGAMAN
Max;M;Dog;N;Maltese;Shih Tzu;Black;White;TIWI
Laci;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;White;LYONS
Electra;F;Dog;N;Blue Heeler;;Blue;;BAYVIEW
Archie;M;Cat;Y;Domestic Short Haired;;Black;White;LUDMILLA
Max;M;Dog;Y;Poodle (Toy);;White;;WULAGI
Bruno Richards;M;Dog;Y;Kelpie;Bullmastiff;Brown;Black;STUART PARK
Molly;F;Dog;Y;Border Collie;Australian Cattle Dog;Black;Tan;NAKARA
Milo;M;Dog;Y;Beagle;;Tan;White;JINGILI
Skye;F;Dog;Y;Dachshund;;Dapple;Grey;MILLNER
Tyga;F;Dog;Y;Dachshund;;Grey;;MILLNER
Poppi;F;Dog;Y;Heeler;Cross Breed;Black;Roan;TIWI
Biscuit;F;Dog;Y;Mixed Breed;;Tri Colour;;MOIL
Darren;M;Dog;Y;Greyhound;;Fawn;;LARRAKEYAH
Tank;M;Dog;N;Rottweiler;Bull Arab;Black;;WULAGI
Dugal;M;Dog;Y;Irish Wolfhound;Cross Breed;Brindle;;NAKARA
Jamila;F;Dog;Y;Shar Pei;Mastiff;Tan;;DURACK
Boston;M;Dog;N;Staffordshire Bull Terrier;;Black;White;LEANYER
Tyson;M;Dog;N;Bullmastiff;Cross Breed;Black;;MALAK
Lily;F;Dog;N;Wolfhound;Cross Breed;Unknown;;MALAK
Robi;M;Dog;Y;Cross Breed;;Tan;Black;WULAGI
Lil Zee Mango;F;Dog;Y;Bull Arab;;Black;Brindle;ANULA
Sally;F;Dog;Y;Blue Heeler;;Blue Roan;;NIGHTCLIFF
Frankie;M;Dog;Y;Maltese;Shih Tzu;White;Chocolate;LEANYER
Diesel;M;Dog;Y;Cross Breed;;Tan;;ALAWA
Bear;M;Dog;Y;Australian Shepherd;;Red;;THE NARROWS
Beetoo;M;Dog;Y;Maltese;;White;;TIWI
Heidi;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Tan;;ANULA
Loki;M;Dog;Y;German Shepherd Dog;;Sable;;MOIL
Harley;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;MOIL
Alby;M;Dog;Y;Kelpie;;Black;Tan;MARRARA
Ralph;M;Dog;Y;Cross Breed;;Black;;WULAGI
Bobo;M;Dog;Y;Mixed Breed;;Tan;;MOIL
Tayo;F;Dog;Y;German Shepherd Dog;Husky;Sable;;KARAMA
Taco;F;Dog;Y;Mixed Breed;;Tan;;LYONS
Dora;F;Dog;Y;Mixed Breed;;Tan;;RAPID CREEK
Sarunto;M;Dog;N;Staffordshire Bull Terrier;Cross Breed;Brindle;;WULAGI
Bailey;F;Dog;Y;Kelpie;Cross Breed;Blue;Black;MOIL
Tiger;M;Dog;N;German Shepherd Dog;;Tan;Black;STUART PARK
Pongo;M;Dog;Y;Cross Breed;;White;;WOOLNER
Ivy;F;Dog;Y;Jack Russell Terrier;Cross Breed;Tri Colour;;KARAMA
Chocs;M;Dog;Y;Mixed Breed;;Brindle;;KARAMA
Bandit;M;Dog;Y;Labrador;;Black;;KARAMA
Magic;F;Dog;Y;Heeler;Cross Breed;White;Black;NIGHTCLIFF
Frankie;M;Dog;N;Boxer;;Tan;White;COCONUT GROVE
Bella;F;Dog;Y;Cross Breed;;Brindle;;MUIRHEAD
Bingo;F;Dog;Y;Red Heeler;Wolfhound;White;;NIGHTCLIFF
Rocky;M;Dog;Y;Cairn Terrier;;Black;Brindle;MARRARA
Luna;F;Dog;Y;Shar Pei;Cross Breed;Black;White;LEANYER
Bonnie Smith;F;Dog;N;Border Collie;Greyhound;Black;;FANNIE BAY
Bosley;M;Dog;Y;Cross Breed;;Brindle;White;JINGILI
Mia;F;Dog;Y;Border Collie;Kelpie;Brown;White;LUDMILLA
Lola;F;Dog;Y;Cross Breed;;White;Black;WULAGI
Jessie;F;Dog;Y;Cross Breed;;Tan;;LEANYER
Ivy;F;Dog;N;Pug;;Fawn;;MOIL
Cicer;F;Dog;Y;Mixed Breed;;Black;;THE NARROWS
Chilli;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Tan;Black;MILLNER
Ash;M;Dog;N;Akita;;Grey;Brown;WANGURI
Levi;M;Dog;Y;Pointer;Cross Breed;Black;White;LEANYER
Indi Watts;M;Dog;Y;Cross Breed;;Black;Brindle;ANULA
Digger;M;Dog;Y;Bull Arab;Cross Breed;White;Tan;LEANYER
Nala;F;Dog;Y;Husky;Border Collie;Black;White;LEANYER
Milly;F;Dog;Y;Australian Cattle Dog;Mixed Breed;Red Roan;White;PARAP
Kobe;M;Dog;Y;Cavoodle;;Red;;ANULA
Buster Hofman;M;Dog;N;American Bulldog;Staghound;Grey;White;MUIRHEAD
Codie;M;Dog;N;American Bulldog;;Blue;;COCONUT GROVE
Max;M;Dog;Y;Mixed Breed;;Tan;;WULAGI
Bella;F;Dog;Y;Jack Russell Terrier;American Staffordshire Terrier;Unknown;;FANNIE BAY
Patty;M;Dog;N;Cavoodle;;Red;;WANGURI
Myrtle;F;Dog;Y;Border Collie;;Black;White;RAPID CREEK
Matilda;F;Dog;Y;Labrador;;Black;;LEE POINT
Sampa;F;Dog;Y;Jack Russell Terrier;Cross Breed;Black;;MALAK
Minnie;F;Dog;Y;Cross Breed;;Black;White;WANGURI
Marley;F;Dog;Y;Kelpie;Labrador;Tan;;PARAP
Maggie;F;Dog;Y;American Staffordshire Terrier;;Blue;;MILLNER
Boof;M;Dog;Y;Great Dane;Bull Arab;Black;White;MOIL
Mara Jade;F;Dog;Y;Cocker Spaniel;;Black;White;LEANYER
Elvis;M;Dog;Y;Moodle;;Black;White;WANGURI
Lulu;F;Dog;Y;Jack Russell Terrier;;White;;WANGURI
Mimi;M;Cat;Y;Domestic Short Haired;;Black;White;MUIRHEAD
Elly;F;Dog;Y;Bull Arab;;Chocolate;White;KARAMA
Koa;M;Dog;Y;Staffordshire Bull Terrier;;Blue;;MALAK
Titan;M;Dog;Y;Chihuahua;Jack Russell Terrier;Brindle;;LEANYER
Matilda;F;Dog;Y;Australian Cattle Dog;;Blue;;ANULA
Remy;F;Cat;Y;Domestic Short Haired;;Ginger;;TIWI
Charlie;M;Dog;Y;Maltese;Shih Tzu;Chocolate;Blonde;ANULA
Nessie;F;Dog;Y;Poodle;Cross Breed;Black;;MARRARA
Gingy;F;Cat;Y;Domestic Short Haired;;Ginger;;ALAWA
Roxy;F;Dog;Y;Maltese;Heeler;Red;White;MILLNER
Lena;F;Dog;Y;Irish Wolfhound;Cross Breed;Black;Brindle;LYONS
Baccaus;M;Dog;N;American Staffordshire Terrier;;Grey;;JINGILI
Clover;F;Dog;Y;Kelpie;;Tan;Red;JINGILI
Jasper;M;Dog;N;Australian Terrier;;Red;;NIGHTCLIFF
Coy Boy;M;Dog;N;Maltese;Poodle;Black;;KARAMA
Teddy;M;Cat;Y;Tabby;;Tabby;;MUIRHEAD
Piccolo;F;Dog;Y;Hungarian Vizsla;;Russet;;FANNIE BAY
Caesar;M;Dog;N;Rottweiler;;Black;Tan;MALAK
Astrix;M;Dog;N;Rottweiler;;Black;Tan;MALAK
Rocky;F;Dog;Y;Cross Breed;;Tan;;MUIRHEAD
Mia;F;Dog;Y;Mixed Breed;;Black;Brown;WULAGI
Tilly;F;Dog;Y;Mixed Breed;;Unknown;;MOIL
Levi;M;Dog;Y;Great Dane;Bullmastiff;Black;;KARAMA
Benji McManus;M;Dog;Y;Spoodle;;Tan;;JINGILI
Luna;F;Dog;Y;Mixed Breed;;White;Brown;LEANYER
Kevin;M;Dog;Y;Labrador;;Black;;LYONS
Opal;F;Cat;Y;Domestic Short Haired;;Tabby;White;ANULA
Prince;M;Dog;N;Pit Bull Terrier;Staffordshire Bull Terrier;Unknown;;ANULA
Mr Remington;M;Dog;Y;Blue Heeler;Cross Breed;Blue;;COCONUT GROVE
Honey;F;Dog;N;Labrador;;Chocolate;;WAGAMAN
Mira;F;Dog;Y;Mixed Breed;;Tan;;STUART PARK
Tyson;M;Dog;Y;Staffordshire Bull Terrier;;Black;Brindle;LARRAKEYAH
Roxy;F;Dog;Y;Mixed Breed;;Brindle;White;LARRAKEYAH
Bayley;F;Dog;Y;Labrador;;Black;;NIGHTCLIFF
Bella;F;Cat;Y;Domestic Short Haired;;Black;White;ALAWA
Grizzle;M;Dog;N;Blue Heeler;Australian Cattle Dog;Blue;;KARAMA
Poppi;F;Dog;Y;English Staffordshire Bull Terrier;;Black;;MALAK
Athena;F;Cat;Y;Domestic Short Haired;;Tortiseshell;;LYONS
Alice;F;Dog;N;Bull Arab;;White;Brindle;ANULA
Mel;F;Dog;Y;Bull Arab;Cross Breed;Brown;;NAKARA
Bruno;M;Dog;Y;Labrador;;Black;;RAPID CREEK
Maple;F;Dog;Y;Rottweiler;Cross Breed;Brown;;WULAGI
Maisie Farthing;F;Dog;Y;Border Collie;;Brown;White;LUDMILLA
Bloo;M;Cat;Y;Tonkinese;;Brown;;TIWI
Giovanni Vella;M;Dog;Y;Dachshund (Miniature);;Chocolate;Tan;COCONUT GROVE
Micro;F;Dog;Y;Fox Terrier (Miniature);Tibetan Spaniel;Brown;White;MUIRHEAD
Rosie;F;Dog;Y;Cross Breed;;Tan;;ANULA
Tilly;F;Cat;Y;Domestic Short Haired;;Black;White;TIWI
Scarlet;F;Dog;Y;Mixed Breed;;Brindle;;JINGILI
Hugo;M;Dog;Y;Schnauzer (Miniature);;Black;;MARRARA
Spyro;M;Dog;N;Great Dane;;Black;White;MALAK
Ba-Khan;M;Dog;N;Staffordshire Bull Terrier;;Fawn;;ALAWA
Alice;F;Dog;Y;Australian Terrier;;Blue;Tan;MUIRHEAD
Lotus;F;Dog;Y;Bull Terrier;Australian Cattle Dog;Brindle;;STUART PARK
Bingo;M;Dog;Y;Kelpie;;Unknown;;MOIL
Midge;F;Dog;Y;Shar Pei;Cross Breed;Black;;KARAMA
Scout;M;Dog;N;Blue Heeler;;Unknown;;WULAGI
Jedda;F;Dog;Y;Labrador;;Chocolate;;WANGURI
Em-Jae Marsh;F;Dog;Y;German Short Haired Pointer;;Brown;;MILLNER
Mango;M;Dog;N;Brittany Spaniel;;White;Orange;MALAK
Damon;M;Dog;Y;Shar Pei;Cross Breed;Tan;;WULAGI
Bundy;F;Dog;Y;Unknown;;Black;White;FANNIE BAY
Thor;M;Dog;Y;Australian Bulldog;;Tan;White;LYONS
Rena;F;Dog;N;Labrador;;Yellow;;PARAP
Ella;F;Dog;Y;Kelpie;;Black;Tan;MOIL
Ash;M;Dog;N;Kelpie;;Black;Tan;MOIL
Lancelot;M;Dog;Y;Poodle;;Cream;;MOIL
Mingo;F;Dog;Y;Dachshund;Border Collie;Black;White;TIWI
Gemma;F;Dog;Y;Jack Russell Terrier;;Tan;White;MOIL
Pippa;F;Dog;Y;Mixed Breed;;Brindle;;NAKARA
Buddy;M;Dog;N;German Shepherd Dog;;Black;Tan;NIGHTCLIFF
Skye;F;Dog;Y;Shih Tzu;Maltese;White;Brown;BAYVIEW
Leia;F;Dog;Y;Staffordshire Bull Terrier;Cross Breed;Black;White;ANULA
Barney;M;Dog;Y;American Staffordshire Terrier;;Black;White;STUART PARK
Chappie;F;Cat;Y;Domestic Medium Hair;;White;Black;KARAMA
Lilu;F;Dog;Y;Irish Wolfhound;Bullmastiff;Black;White;KARAMA
Kimba;F;Dog;Y;Chihuahua;;White;;ANULA
Louie;M;Dog;Y;Border Collie;;Unknown;;LUDMILLA
Salmon;M;Cat;Y;Domestic Medium Hair;;White;Black;ANULA
